ACO_Num,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Initial_Track_1,Initial_Track_2,Initial_Track_3,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Adv_Pay,AIM,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,Met_QPS,QualScore,Prior_Sav_Adj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO8,ACO35,ACO36,ACO37,ACO38,ACO9,ACO10,ACO11,ACO39,ACO13,ACO14,ACO15,ACO16,ACO17,ACO18,ACO19,ACO20,ACO21,ACO42,ACO40,DM_Comp,ACO27,ACO41,ACO28,ACO30,ACO31,ACO33
A20168,"Physician Quality Partners, LLC",North Carolina,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,17068,-0.028278311,0.026172635,-4387548,0,0,1,1,,9324,9175,155155952,159543501,,,0.5,0.5,59643,9631,11563,7498,64625,10124,12495,7941,70032,10631,14009,8724,69813,11388,16684,8664,9588,0.979,1.071,0.953,0.969,1.031,1.067,0.934,0.973,1.021,1.092,1.029,0.964,0.983,1.115,1.032,0.958,87,1490,506,13726,16641,114,1437,556,14533,2051,9190,4355,1472,9361,7707,14839,1786,41,23,11,368,3112,2957,11,121,40,199,432,0,1723,3719,70,323,202,286,275,0,6,6,11,7,6,162,763,53,584,181,866,279,10262,4248,4137,1838,39,0,0,0,0,3,75,153,36,0,0,77.64,93.15,92.55,81.27,64.64,73.89,74.88,26.54,14.65,18.17,50.36,74.27,60.39,7.59,14.73,80.56,96.74,91.6,83.09,82.94,91.3,95.74,87.04,61.33,88.51,51.92,86.08,55.88,51.6,6.8,52.8,73.28,84.92,96.88,85.14
A96978,AmpliPHY of Texas ACO LLC,"Texas, Tennessee",Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,1,7314,0.016949133,0.033371371,1738117,0,0,1,1,,14422,14248,102549005,100810888,1602752,0,0.5,0.5,89902,11145,14981,10714,99431,11190,16441,11691,92436,12485,21647,11641,94219,13320,19733,11415,14178,1.027,1.163,0.944,1.16,1.073,1.229,0.969,1.188,1.08,1.243,1.108,1.226,1.081,1.272,1.154,1.174,125,899,666,5441,7111,141,828,767,5375,1134,3289,1941,950,4162,3152,5632,919,295,260,5,203,5212,3571,1137,499,129,412,1051,0,2033,4060,218,1594,231,445,368,37,26,14,12,18,8,195,724,85,799,273,874,308,10427,5288,4656,434,48,0,2,1,0,0,38,16,11,0,0,81.09,93.54,93.12,84.27,59.68,76.02,70.59,32.64,15.17,19.75,51.34,75.3,56.41,13.99,10.62,24.24,99.67,53.26,59.77,35.15,81.73,69.42,49.21,40.84,59.28,89.24,71,N/A,24.05,36.26,34.73,60.24,66.42,61.74,76.67
A12439,"HSHS ACO, L.L.C.",Illinois,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,20532,-0.023654847,0.024946798,-4688451,0,0,1,1,,9982,9802,198202534,202890985,,,0.5,0.5,68988,8509,15615,7883,85481,8520,16578,8154,73790,9347,17106,8824,74908,9970,16806,9106,10218,1.001,1.092,1.048,1.042,1.034,1.049,1.042,1.046,1.094,1.093,1.038,1.061,1.036,1.119,1.087,1.084,145,2616,1288,16465,19856,146,2564,1330,15815,3375,8592,5632,2933,11255,9277,18962,1137,62,25,6,340,3315,3083,72,125,62,117,1198,0,2407,2667,162,382,274,361,345,2,8,7,16,11,12,171,796,101,827,183,870,268,8597,2444,3453,939,1760,2,3,12,0,16,190,228,105,0,1,83.7,93.61,93.51,84.73,59.4,79.72,72.09,30.84,14.93,18.65,58.68,88,67.08,8.64,15.34,98.06,71.94,8.52,39.87,45.48,46.76,67.22,4.18,27.49,49.49,31.34,56.45,0,4.24,31.45,7.07,65.13,44.84,89.91,71.35
A54464,Central Florida ACO,Florida,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,4657,0.105792071,0.040881941,6456198,6456198,3163537,1,1,,13580,13839,61027239,54571041,,,0.5,0.5,85341,11202,20256,11397,89749,10380,18916,12692,73044,10534,17211,11025,64747,9840,16912,10073,12144,1.091,1.246,1.209,1.245,1.102,1.242,1.155,1.251,1.075,1.254,1.131,1.266,1.007,1.252,1.086,1.235,105,1581,798,2627,4494,93,1329,659,2413,1580,1759,934,384,2640,2017,3407,758,105,221,13,153,3672,3340,130,123,119,446,1170,0,2052,3905,149,705,334,466,437,4,7,18,19,27,11,227,779,100,1093,382,978,343,12263,6600,4908,733,21,0,0,0,0,0,51,2,5,0,0,74.27,88.51,86.6,86.03,57.54,72.24,68.27,23.49,15.38,18.63,68.38,99.88,75.2,15.43,22.41,64.71,95.64,54.39,46.7,38.97,78.34,76.26,57.88,43.85,55.35,81.71,31.58,N/A,15.45,69.64,19.64,40.69,27.44,37.72,71.63
A61540,Space Coast ACO,Florida,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,7822,0.0387857,0.032354354,3405830,3405830,1668857,1,1,,11527,11750,87811497,84405666,,,0.5,0.5,81802,11547,19884,9910,75196,12924,22257,10281,71325,11635,19998,10245,81176,11709,20575,9801,11080,1.009,1.266,1.155,1.207,1.131,1.385,1.253,1.242,1.037,1.377,1.32,1.266,1.022,1.338,1.204,1.242,55,935,333,5736,7618,56,907,371,6284,1177,3615,2194,836,4334,3488,7022,515,63,73,1,148,3286,2850,81,333,67,266,582,0,1505,4682,91,640,222,354,323,2,17,11,10,16,9,178,787,60,746,249,794,388,13465,7086,5320,1039,20,0,0,0,0,0,23,2,5,0,0,83.31,92.05,91.3,82.19,59.35,77.84,71.04,31.01,14.98,18.6,54.59,72.46,57.5,13.05,10.45,61.9,99.34,62.3,68.05,58.14,89.98,90.83,72.35,53.86,70.83,94.22,45.38,57.14,39.6,24.42,44.22,63.87,64.14,74.45,69.66
A53342,"Eastern Kentucky Clinical Partners, LLC","Kentucky, West Virginia",Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,8208,0.015865374,0.031791792,1240039,0,0,1,1,,9785,9694,78160084,76920045,,,0.5,0.5,82512,6671,12804,8591,102214,6948,13665,8360,90534,7439,13427,8770,80852,7163,14070,8750,9630,1.075,0.967,1.033,1.181,1.127,0.983,1.026,1.207,1.096,0.987,1.04,1.196,1.069,0.977,1.063,1.174,66,2687,1106,3863,7988,70,2581,1147,4189,2853,2978,1737,640,4439,3769,8059,89,5,3,2,50,3418,3062,72,251,63,112,678,0,2117,2563,301,487,370,362,337,2,15,9,13,25,15,192,771,64,1007,250,963,217,10682,5448,3428,1117,689,0,0,10,0,0,31,15,35,1,0,80.67,93.52,91.98,84.58,53.06,75.12,66.04,38.2,15.68,19.78,63.55,89.68,71.16,11.39,12.73,46.43,85.41,44.76,58.06,58.47,80.65,88.71,35.48,48.79,50.81,72.98,77.33,0,31.45,20.56,36.29,63.31,79.44,93.15,81.16
A84924,AmpliPHY of Kentucky ACO LLC,"Kentucky, Illinois",Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,1,6907,0.038725051,0.034184184,2266432,2266432,1110552,1,1,,8674,8718,58526245,56259813,1682400,1110552,0.5,0.5,61740,8133,16486,8114,69751,8748,15253,7783,63921,8501,14717,8197,65582,7648,12900,7933,8338,0.994,1.12,1.093,1.112,1.103,1.085,1.073,1.091,1.012,1.079,1.066,1.086,1.007,1.097,1.014,1.066,36,776,263,6539,6747,32,664,215,5836,838,3100,2115,854,3929,2978,6562,266,7,1,5,66,2759,2498,0,219,44,104,610,0,1495,2703,93,460,258,315,298,0,13,5,15,8,9,153,836,62,564,199,728,237,9518,3723,3042,2711,42,0,0,0,0,0,19,6,9,0,0,82.59,96.09,95.25,84.27,59.89,74.78,71.7,34.43,14.27,18.81,56.81,79.63,60.45,7.24,21.72,94.12,100,44.64,78.25,75,69.92,51.95,37.84,79.15,81.33,51.81,80.53,0,14.23,46.87,22.96,61.3,72.39,66.67,66.39
A24077,Abacus Health LLC,Arizona,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,28106,-0.011432154,0.024189373,-2291186,0,0,1,1,,7280,7310,200415962,202707148,,,0.5,0.5,63655,7223,11886,7024,59251,7593,8881,6962,66471,7311,10603,6973,64012,6855,11403,7227,7364,0.98,1.025,0.996,0.943,0.957,0.981,0.958,0.943,0.956,1.041,0.874,0.963,1.012,1.003,0.991,0.942,56,1012,167,25290,27528,62,925,141,26401,1845,14941,8331,2989,15744,12362,26482,413,170,191,47,803,2102,1745,34,317,22,99,63,0,1112,3633,58,226,155,205,181,1,20,3,5,4,4,123,769,10,441,118,611,320,9529,3982,4652,879,16,0,0,0,0,3,119,42,49,0,0,76.77,92.13,91.9,81.32,58.25,74.15,71.85,24.56,14.34,17.79,42.6,54.32,43,5.73,11.18,100,99.96,70.59,84.21,78.63,81.34,94.28,63.93,80.87,81.56,98.37,79.3,0,59.25,10.7,64.86,71.12,84.36,82.55,71.91
A91712,"University of Iowa Health Alliance Accountable Care Organization, LLC","Iowa, Illinois",Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,73192,-0.005926465,0.02,-3755932,0,0,1,1,,8910,8803,633755790,637511722,,,0.5,0.5,62133,9345,13683,7511,68186,9630,12927,7474,67186,10207,13414,8111,71308,10702,14005,8038,8963,0.994,1.134,1.038,0.989,1,1.138,1.031,0.987,0.992,1.147,1.032,0.989,0.999,1.177,1.052,1.007,399,8090,3161,60023,71129,417,7735,3145,59832,10506,33688,19829,9169,41660,31532,69597,1461,312,316,35,1471,2756,2538,53,123,58,236,601,0,2277,2694,82,278,243,292,279,1,7,6,11,10,10,165,792,63,687,191,736,252,8864,3763,3601,1326,175,4,9,8,0,29,511,1297,369,2,1,81.36,93.51,92.41,85.45,58.91,72.04,75.14,25.75,14.47,18.48,54.83,76.55,62.12,9.49,17.2,97.81,84.63,67.49,71.23,81.74,70.7,93.08,50.58,74.17,76.99,82.78,78.45,5,60.14,10.47,66.55,72.81,93.47,91.94,81.28
A33500,"Accountable Care Coalition of Northeast Georgia, LLC","Georgia, South Carolina",Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,7628,-0.005067181,0.032742743,-330641,0,0,1,1,,8733,8614,65251493,65582134,,,0.5,0.5,68767,7830,12768,7190,74072,7544,12756,7512,66204,8249,12639,8025,70315,8731,12462,8076,8777,0.994,1.066,0.991,1.018,1.016,1.038,0.939,0.99,1.006,1.036,0.972,1.018,0.992,1.021,1.032,1.014,61,629,211,6729,7472,63,605,213,6590,852,3598,2193,985,4554,3074,6285,1157,49,16,0,121,2864,2390,133,320,51,201,494,0,1808,2972,116,335,197,294,266,3,18,6,12,9,9,163,756,52,585,183,736,278,9753,3302,5437,987,27,0,0,0,0,0,22,2,8,0,0,76.34,93.11,93.08,85.6,66.48,80.39,69.7,32.35,14.59,18.42,45.42,77.35,59.57,9.47,15.65,100,98.49,79.23,89.31,88.82,94.85,98.93,75.7,61.96,72.95,82.98,82.94,19.35,41.83,13.94,47.81,65.88,88.21,93.1,80.09
A71684,"Hudson Accountable Care, LLC","New York, Connecticut",Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,11891,-0.018113266,0.028865173,-2043928,0,0,1,1,,9742,9518,112841481,114885409,,,0.5,0.5,72402,8731,10914,8186,83765,8505,11155,7864,80254,8635,11625,7579,79996,9440,12348,7999,9918,0.936,1.001,0.888,1.001,0.984,1.003,0.896,1.019,0.965,0.971,0.912,0.976,0.97,0.975,0.954,0.981,159,2029,1498,7112,11584,173,2055,1561,7794,2592,5543,2615,1141,6873,5018,6140,4153,435,414,20,729,3306,2940,52,165,167,102,718,0,1898,3533,104,349,164,280,262,1,7,10,9,11,4,173,787,50,610,217,595,298,9681,4065,5008,592,16,0,0,0,0,0,254,318,65,0,0,74.87,90.97,89.88,81.47,53.77,69.07,72.49,18.34,15.47,20.88,49.74,77.29,62.91,12.43,15.94,78.16,97.87,63.6,53.75,61.04,71.08,86.75,51.21,23.29,69.44,46.77,68.83,10,53.75,26.09,73.52,71.89,70.97,92.73,64.1
A50347,Baptist Physician Alliance ACO LLC,Alabama,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,13498,0.005101741,0.02790078,698683,0,0,1,1,,10475,10125,136949822,136251139,,,0.5,0.5,75548,7690,14723,8288,74022,8483,17041,8469,75852,8925,16219,8825,72770,8806,15805,9157,10422,0.983,1.006,1.047,1.07,1.043,1.013,1.044,1.064,0.988,0.989,1.017,1.071,1.016,0.995,1.021,1.093,193,2503,1004,11634,13074,179,2172,887,9835,2705,5645,3634,1514,8089,5409,9414,3935,37,17,2,93,3342,2737,138,352,156,452,835,0,1737,3312,196,622,277,368,326,3,20,18,9,9,6,169,727,79,703,239,722,319,9316,3838,4147,345,986,0,0,5,0,0,93,34,19,0,0,76.43,93.48,93.49,82.62,54.64,72.31,68.28,31.28,15.2,18.81,61.2,82.17,65.79,9.79,13.65,71.43,92.44,50.34,64.92,57.66,61.69,80.24,15.24,45.24,60.83,59.44,74.58,0,32.26,19.35,39.11,69.76,80.24,95.69,87.5
A78429,"CareAlliance: An Accountable Care Organization, LLC",Georgia,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,6594,-0.046380583,0.034810811,-3047451,0,0,1,1,,10299,10514,65705315,68752766,,,0.5,0.5,65992,10379,12699,8385,73970,10714,14487,8299,66273,11129,13892,8679,68962,11413,15874,8658,10776,1.018,1.152,1.076,1.116,1.031,1.208,1.044,1.09,1.022,1.107,1.068,1.092,0.957,1.107,1.031,1.055,91,1083,619,4246,6380,93,1194,639,4454,1473,2617,1806,698,3883,2711,5429,1070,22,27,2,44,2919,2649,68,49,166,473,561,0,2818,2955,226,684,461,340,318,2,2,18,15,10,10,171,793,70,872,251,876,280,10979,4110,4235,2560,74,0,0,2,0,7,76,100,51,0,0,74.8,94.49,93.53,85.22,61.88,76.54,70.36,31.79,14.71,19.7,49.93,78.33,63.9,6.53,22,79.31,93.38,70.45,79.56,85.89,84.68,97.18,81.85,61.69,76.61,72.18,88.32,N/A,22.98,14.92,27.02,70.56,90.32,81.82,80.32
A65119,"Community Care Partnership of Maine, LLC",Maine,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,11370,0.029707944,0.029177836,4348485,4348485,2130758,1,1,,13294,13400,146374490,142026005,,,0.5,0.5,99537,9573,16099,10691,106567,11172,17065,10993,96986,11278,18320,11784,87023,12068,16571,11090,12899,1.094,1.091,1.002,1.121,1.106,1.098,0.988,1.12,1.117,1.075,1.027,1.102,1.13,1.081,1.006,1.084,63,3092,2674,6148,11010,60,2696,2329,5926,3011,4064,2832,1463,6482,4888,11057,51,25,11,49,177,4195,3953,8,187,70,323,1584,0,4006,2134,274,535,341,415,398,0,9,7,17,18,14,183,866,147,1169,261,723,300,10725,1528,2538,1521,5138,1,44,3,0,3,122,116,131,0,3,80.09,92.66,90.89,81.76,64.4,77.74,73.5,28.99,15.21,19.25,65.35,99.74,79.49,8.97,16.99,97.09,93.45,72.82,73.36,86.43,79.31,95.24,81.42,72.58,83.78,61.45,82.4,7.69,59.36,12.01,62.19,71.68,90.81,77.27,74.35
A09392,Matrix ACO LLC,"New Jersey, New York, Maryland, District of Columbia",Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,5547,0.023726284,0.037357357,1678972,0,0,1,1,,13136,12847,70764228,69085256,,,0.5,0.5,103040,10734,12723,10597,106371,10206,13082,10057,106628,10767,13878,10892,104066,10796,13275,10456,12824,1.096,1.188,0.973,1.234,1.084,1.133,0.962,1.199,1.075,1.139,0.982,1.178,1.103,1.113,0.933,1.197,82,1037,1349,3083,5387,93,996,1320,2979,1195,2344,1338,670,3264,2283,2733,1409,276,771,7,351,4453,3924,203,174,182,121,1335,0,2084,4503,137,412,295,371,342,4,8,18,14,14,8,213,814,97,825,298,715,308,12593,7109,5146,322,16,0,0,0,0,0,44,6,11,0,0,78.59,88.96,89.25,78,61.23,74.65,69.29,29.76,15.66,19.12,68.98,86.43,66.18,13.17,17.66,82.76,69.16,30.08,61.46,22.28,46.02,92.03,8.11,24.68,60.88,65.22,72.82,0,26.87,45.28,46.74,46.1,56.54,75,78.24
A03133,"Integrated Health Collaborative, LLC",Ohio,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,18368,-0.005080943,0.025652531,-918476,0,0,1,1,,10153,10181,180768805,181687281,,,0.5,0.5,82131,9732,17424,8899,90886,9814,18311,8872,83279,9231,18599,8976,93806,9245,17787,9157,10205,0.998,1.205,1.167,1.104,1.081,1.196,1.246,1.122,1.061,1.12,1.154,1.104,1.071,1.133,1.174,1.089,100,2142,1078,12604,17804,104,2124,1125,14452,2717,7718,5096,2837,10269,8099,17262,625,39,16,2,424,3266,2817,108,280,82,400,1290,3,1774,2949,165,404,250,356,328,3,16,9,14,13,6,155,829,115,843,242,733,207,9482,4072,3887,1516,6,2,0,1,0,13,146,304,76,0,12,87.18,92.87,91.94,77.43,59.23,78.1,73.65,26.95,13.96,15.5,58.37,79.08,64.34,12.84,16.53,89.17,82.88,43.84,67.2,73.98,57.96,90,34.77,57.95,64.04,76.61,75.29,7.14,46.65,15.37,52.62,71.81,83.93,82.72,78.98
A64090,Next ACO of Nature Coast,Florida,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,5829,0.164853698,0.036510511,10199104,10199104,4997561,1,1,,10887,10871,61867610,51668505,,,0.5,0.5,81063,9919,20371,10695,84971,10605,19737,10870,74904,9205,16780,9021,74348,9180,15009,8232,9092,1.104,1.15,1.094,1.183,1.06,1.215,1.226,1.235,1.04,1.21,1.181,1.266,1.163,1.224,1.176,1.238,23,777,360,4427,5683,23,723,393,4543,888,2475,1717,749,3164,2665,5478,144,49,32,3,123,2556,2353,38,152,30,201,822,0,1382,3462,113,505,206,301,285,2,8,5,8,15,8,154,833,92,584,216,683,234,12099,820,5284,647,5347,0,0,14,0,0,16,0,2,0,0,77.93,89.68,89.39,83.95,56.52,74.56,73.55,28.2,14.24,17.25,36.41,62.5,51.67,7.46,8.92,100,95.67,85.29,65.55,55.75,91.17,98.02,76.95,54,75.44,95.69,45.35,N/A,53.67,14.22,58.49,71.17,90.95,93.02,79.62
A99911,"Palmetto Health Quality Collaborative, LLC",South Carolina,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,17980,0.014596044,0.025807762,2306136,0,0,1,1,,9065,9043,157997306,155691171,,,0.5,0.5,74009,8408,11531,8275,78935,8514,11040,8285,68541,9175,11272,8273,71527,8536,12429,8437,8933,0.951,1.064,0.94,1,1.009,1.057,0.93,0.991,0.976,1.093,0.924,1,0.992,1.061,0.973,0.995,101,2429,729,13737,17429,105,2431,441,14452,3150,8292,4585,1953,10919,7061,12487,5032,69,45,10,337,2764,2454,25,267,37,268,477,0,1420,3430,193,433,258,294,274,1,15,4,12,8,5,151,745,53,657,187,879,282,9559,3715,5221,574,49,0,0,0,0,7,221,510,95,0,1,81.91,94.05,93.97,83.24,58.04,74.57,70.9,27.11,14.14,17.83,47.3,79.26,58.76,9.5,13.41,75.21,53.86,33.33,66.67,68.95,60.08,54,29.03,55.65,65.32,63.77,73.86,0,30.56,16.62,34.12,68.31,80.69,79.62,70.45
A90925,"Central Minnesota ACO, LLC",Minnesota,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,9207,-0.049704913,0.030792793,-5125673,0,0,1,1,,11535,11401,103122056,108247729,,,0.5,0.5,76286,9225,12439,9694,81202,10018,14998,9815,99035,10734,15027,10651,96157,10975,18273,11078,12108,1.007,1.069,0.962,1.09,1.008,1.069,0.991,1.097,1.059,1.093,0.976,1.084,1.071,1.099,1.019,1.097,88,2235,290,6634,8940,88,2220,273,6359,2496,2688,2539,1484,5240,3967,8856,115,25,35,38,138,4406,4250,48,91,52,196,1176,0,3491,2558,106,339,286,352,343,1,5,4,12,7,9,195,778,99,820,202,837,316,8317,3252,2904,1434,726,12,0,10,0,27,316,338,124,1,11,78.93,93.2,92.09,85.09,62.09,79.26,76.23,24.59,14.66,17.6,51.77,76.93,65.94,7.68,13.52,98.11,36.72,69.41,69.4,94.37,41.54,91.64,58.99,74.28,81.96,59.06,62.57,8.5,54.5,11.67,59,77.39,40.5,85.88,34.13
A54198,"Mercy Accountable Care Network, LLC",Pennsylvania,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,0,5336,-0.030961952,0.037990991,-2400488,0,0,1,1,,15221,14603,77530257,79930745,,,0.5,0.5,100427,11044,17453,11340,106242,12087,16447,11340,90206,13645,19149,12700,95960,13723,17578,13525,15693,1.088,1.162,1.122,1.211,1.1,1.23,1.09,1.248,1.151,1.228,1.144,1.265,0.991,1.251,1.121,1.351,60,1375,1149,3560,5094,75,1235,1142,2642,1483,1957,1088,808,3196,2140,2752,2304,75,68,1,136,5440,4621,196,526,207,625,1561,1,2826,3862,220,1438,302,535,488,5,23,19,20,20,7,220,746,135,1105,432,952,302,10679,4678,5166,819,15,0,0,0,0,5,92,185,20,0,0,74.36,94.55,94.29,86.67,61.94,76.16,67.42,23.94,15.7,17.57,64.81,85.7,72.72,14.62,18.07,69.74,96.06,63.36,50.72,53.02,77.45,92.55,47.45,51.31,47.54,70.82,76.39,N/A,16.25,36.75,26.5,68.53,83.11,93.67,84.33
A58031,Winding River ACO,"Kentucky, North Carolina, Tennessee",Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,1,6354,0.008592831,0.035291291,525501,0,0,1,1,,9905,9807,61155690,60630190,1678824,0,0.5,0.5,66824,8632,13450,8226,81769,8465,15664,8610,84225,8333,15201,8696,71999,8212,15029,8936,9820,0.983,1.006,1.021,1.065,0.991,1.004,1.028,1.094,0.933,1.005,1.001,1.085,0.923,1.01,1.004,1.069,28,1748,835,4043,6174,28,1516,791,3839,1728,2446,1508,672,3654,2700,6146,156,7,6,2,37,3122,2859,69,139,78,117,1070,0,2540,2305,192,489,319,386,364,2,8,11,16,35,25,187,788,94,1004,166,898,276,10331,4298,4180,1163,691,12,0,11,0,14,57,86,37,0,0,84.2,94.41,94.07,82.61,54.39,75.15,66.82,31.08,15.38,19.15,61.43,93.1,79.6,16.15,15.73,98.03,84.38,35.46,62.98,51.61,53.41,85.38,25.51,47.58,55.24,73.68,66.27,10,29.84,25,34.27,57.83,90.8,100,71.83
A59816,Prairie Hills Care Organization,"South Dakota, Minnesota",Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,1,10137,0.041572431,0.029917784,4419794,4419794,2165699,1,1,,10828,10672,106315509,101895715,2072156,2072156,0.5,0.5,60324,10079,12465,9015,78991,10541,11490,9246,78134,10742,13326,9949,73767,9971,12361,9658,10378,0.974,1.078,0.925,1.052,1.047,1.056,0.937,1.058,1.073,1.072,0.954,1.072,1.091,1.034,1.021,1.09,69,813,739,7866,9818,75,948,721,8073,1256,4048,2941,1892,5689,4448,9684,27,38,31,212,145,3202,3085,25,43,60,189,1068,0,3868,1771,97,163,263,308,298,0,2,7,12,9,9,141,824,104,634,177,634,226,7987,3072,2575,1158,1182,6,9,7,0,13,100,112,49,3,0,85.29,93.46,92.39,86.38,55.28,76.22,73.84,27.99,14.3,18.62,47.04,73.73,56.57,7.17,12.04,100,93.54,98.09,77.47,79.26,58.4,96.99,25.45,77,63.31,93.17,78.06,0,42.57,15.2,49.32,69.74,96.69,91.55,87.72
A38977,Great Plains Care Organization,Iowa,Initial,1,01/01/2016,1,0,0,01/01/2016,1,0,0,0,1,9651,0.016028471,0.030348348,1386535,0,0,1,1,,9253,9058,86504480,85117946,1654932,0,0.5,0.5,67320,9387,13138,8250,65177,10357,15474,8073,62506,10663,11182,8381,82273,9676,12233,8501,9104,1.021,1.093,0.979,0.966,1.075,1.113,0.987,0.982,0.981,1.102,0.984,0.981,1.002,1.123,0.989,0.992,26,595,426,6085,9349,35,790,574,7951,1082,3870,2903,1796,5605,4046,9457,7,13,16,4,154,2864,2691,24,66,83,359,760,0,3018,1828,52,140,230,269,257,1,4,7,12,9,11,127,825,83,696,103,515,182,7344,3942,2401,963,38,6,0,1,0,13,64,80,21,0,0,78.78,91.6,91.8,83.93,54.83,77.09,74.17,26.81,14.01,16.26,42.04,66.95,52.12,7.61,14.92,100,87.57,79.4,83.33,79.67,52.17,96,21.01,65.86,63.99,93.17,87.45,0,48.31,9.12,52.36,69.36,97.23,98.67,88.84
