ACO_Num,ACO_NAME,Start_Date,Track2,Adv_Pay,Int_Pmt,Adv_Pay_Amt,QualScore,QualPerfShare,FinalShareRate,MinLossPerc,MinSavPerc,ABtotBnchmk,ABtotExp,BnchmkMinExp,EarnShrSavings,OweLosses,N_AB,N_AB_Year,N_AB_Year_ESRD,N_AB_Year_DIS,N_AB_Year_AGED_Dual,N_AB_Year_AGED_NonDual,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,Per_Capita_Exp_ALL_ESRD,Per_Capita_Exp_ALL_DIS,Per_Capita_Exp_ALL_AGDU,Per_Capita_Exp_ALL_AGND,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY
A13492,"St. John Providence Partners in Care, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.029237848,93039390.99,93376535.5,"-337,145",0,,11270,11003.16667,95.16666667,1467.666667,358.6666667,9081.666667,1929,4746,3075,1520,6736,4534,8169,2897,41,15,5,143,73128.93754,8318.658924,10466.00447,7757.857177,2622.677547,2398.759237,36.6738264,128.6394083,73.24297219,102.143696,294.3429744,0,2726.686987,73.59577128,469.9782451,227.8974421,314.000515,295.3695148,1.181478059,7.997697633,9.451824475,13.63243915,11.26948303,7.270634211,141.0295462,764.5446238,34.5355125,667.2624548,243.3844802,582.1960345,224.0264166,8574.71334,3885.790454,4462.897045,221.2090459,4.816795165,0,0,0,0,0,143,281,33,0,3,1.078408452,1.097996902,1.024497398,1.090047718,1.02544482,1.082431221,0.986634422,1.097676864,1.060794636,1.053409034,0.961129638,1.095412199,1.083494973,1.117996141,0.985149314,1.099242912
A12881,"Accountable Care Organization of New England, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.028644929,143798876.5,146571308.2,"-2,772,432",0,,12258,11791.58333,89.58333333,2287.166667,1303.083333,8111.75,2660,4041,3124,2433,7325,4933,11017,606,100,301,5,229,101835.2602,10425.33514,13073.69802,11904.70233,4568.976362,3688.338731,184.3693212,530.5731092,225.6248961,298.2579563,1970.205524,0,3075.499368,299.6824697,761.1578165,249.893059,418.9428901,362.7163443,5.936437713,28.49490102,21.79520703,24.9330384,16.28280059,14.58667552,168.298793,845.8209975,190.9836819,950.7629029,328.9634556,689.5596435,230.3337833,11030.83414,4716.838988,4284.666323,2017.879985,11.44884416,0,0,0,0,0,68,85,35,0,4,1.093499447,1.143970485,1.109675919,1.189046504,1.054621639,1.158965171,1.111707201,1.183822879,1.104138285,1.099917114,1.115058094,1.191962076,1.088397676,1.106989309,1.088650821,1.212053072
A45011,Medical Mall Services of Mississippi,7/1/2012,0,1,0,1512664,0,0.5,0,,0.036222222,100274771.4,85149211.86,15125559.57,0,,5925,4696.833333,132.6666667,1750.416667,924.5,1889.25,2040,1624,837,358,2817,2042,897,3925,7,8,1,21,75152.48312,9318.728678,11714.80167,10150.13086,3994.798422,3200.119892,461.0511423,125.6127028,272.5172889,483.2678736,742.1171167,4.827496954,2314.399322,191.9411143,1497.969563,427.0330325,495.2272808,439.0191973,16.81984316,7.026010433,32.36222987,24.91040063,21.71675952,14.69074909,190.3648269,633.3021515,70.47301373,1356.445832,363.4363578,722.1887087,211.4190412,8207.870551,1536.354281,2253.433164,749.015294,3669.067812,0,15,2,0,0,43,29,42,0,0,1.01984627,0.997745104,0.960861609,1.130484663,1.020363241,1.035270333,0.933829303,1.185566877,1.013237655,1.038668006,0.899914597,1.166383825,1.038603634,1.012655165,0.914173905,1.135867533
A04598,"Accountable Care Coalition of Maryland, LLC.",7/1/2012,0,0,0,,1,0.5,0.5,,0.027861172,174497714.2,176110409.5,-1612695.309,0,,13564,12016,141.3333333,1348.833333,627.25,9898.583333,1945,6044,3233,1138,6806,5554,8648,3225,189,25,12,261,77430.27504,10800.96094,12971.06062,8593.582942,3389.86114,3313.467645,27.08317787,47.89200908,17.7378416,119.7570099,377.8093346,0,3510.225145,89.72932329,252.7021372,285.2869997,301.8475366,297.436751,0.749001332,2.912782956,0.749001332,16.39480692,15.56258322,8.072569907,164.4923426,779.9205899,43.60852197,739.2643143,220.3728362,696.9041278,295.2729694,10903.29561,4378.49534,5887.98269,634.0712384,2.746338216,0,0,0,0,0,45,50,10,0,0,1.024785396,1.183591617,1.06886858,1.056445156,1.004407598,1.158657682,1.042253224,1.020373088,1.020245859,1.147235876,1.049614131,1.018656464,1.006294701,1.118609721,1.02264278,1.021505696
A22691,Independent San Diego ACO,1/1/2013,0,0,,,0,0.5,0,,0.036876877,114436817,106479009.7,"7,957,807",0,,5707,5396.333333,57.83333333,750.9166667,930,3657.583333,924,1832,1676,1275,3337,2370,4794,267,268,132,11,235,124846.131,18016.85526,19989.42624,18356.22388,7130.407909,6203.073356,641.4045608,132.2032701,438.3529448,851.3550717,4913.821282,0,4897.385155,524.2975334,972.8419761,318.0112882,598.9251961,536.6606955,13.89832602,5.744641423,42.62153314,19.08703441,14.45425907,14.26894805,164.600551,823.0027548,335.9688678,984.3721045,463.8334672,932.6703317,313.3609241,14037.86522,7188.21422,5948.668849,873.5561184,27.42603002,0,0,0,0,0,40,13,6,0,0,1.107841889,1.339564048,1.236206221,1.374739378,1.111523686,1.432424965,1.215203861,1.380659743,1.152169279,1.380296969,1.270599752,1.370974866,1.159126436,1.489629504,1.255687517,1.469672437
A21965,Asian American Accountable Care Organization,7/1/2012,0,0,1,,1,0.5,0.5,,0.027138028,161975470.3,160113014.7,1862455.651,0,,14769,12603.91667,127.9166667,855.6666667,7775.083333,3845.25,1261,4773,4602,2268,7919,4985,1381,385,8663,142,5,2328,74906.71401,8484.667078,7699.866761,7902.794973,2301.30546,2155.607706,22.9914102,53.96937148,78.27456753,107.32691,707.4878295,0,3969.110719,90.97535601,369.3977245,208.1996255,214.2984654,207.1578279,0.793404167,2.61823375,3.728999584,6.664595,6.664595,6.347233334,142.9706116,826.4495632,46.96952667,300.2241367,154.5551317,456.7627788,271.6615867,13377.34963,6934.511098,5881.108386,120.2007313,441.5294188,0,2,0,0,0,80,206,1,0,0,1.001933797,1.143608534,0.847401968,1.035743368,1.006789617,1.121748189,0.838742253,1.071357921,1.003214601,1.082250732,0.851203814,1.052797483,0.976428286,1.057709861,0.849276058,1.061533118
A03682,"Physicians ACO, LLC",7/1/2012,0,1,0,1727668,0,0.5,0,,0.032394394,149496454.2,137487324.2,12009130.05,0,,7802,6305,172.8333333,1397.833333,1467.583333,3266.75,1740,2641,1522,607,3856,2654,3223,1708,663,686,8,222,95908.77782,14690.57635,12741.93683,12058.35603,5311.697294,3563.985108,1354.399907,401.0633452,233.0991297,352.2569369,980.71193,0,3932.132432,235.0712034,2579.596092,328.6487915,428.7073751,337.6685171,39.17525773,22.52180809,29.34179223,17.60507534,10.94369548,9.992069786,174.5164003,682.5063078,81.36399683,896.9072165,308.961142,766.6931007,320.0634417,10154.79778,5225.059477,4200.158604,715.146709,14.43298969,0,0,0,0,0,52,15,11,0,0,1.038941865,1.273226929,0.925833758,1.115183755,1.000354118,1.324171412,0.958479664,1.138139552,1.037275574,1.302127495,0.932439213,1.120396091,0.994726478,1.285333262,0.959122296,1.151323228
A45848,ApolloMed Accountable Care Organization Inc.,7/1/2012,0,0,0,,1,0.5,0.5,,0.029838568,236117493.1,225132559.9,10984933.17,5382617.254,,10269,8259.5,226,1076.75,4611.583333,2345.166667,1438,3136,2632,1350,4856,3700,4095,276,2297,1121,12,755,119169.1767,19110.80802,14089.35994,16175.61603,6852.341317,5430.755252,1085.61194,419.9805933,218.8847773,268.6449752,3263.261284,0,5140.278442,541.5266364,1415.715011,391.8529981,543.1321509,475.6946546,27.72564925,18.76626915,20.94557782,23.2459592,19.97699619,13.56014287,194.9029126,778.3980583,186.209819,813.2453538,413.4632847,738.7856408,288.3951813,15019.67431,6693.625522,6288.153036,2026.514922,11.38083419,0,0,0,0,0,198,343,43,3,0,1.090404461,1.508055734,1.084901909,1.359009634,1.1152954,1.578690924,1.056961495,1.325819264,1.146824809,1.60819562,1.046350111,1.316263634,1.132538296,1.616237253,1.065514781,1.395550986
A74604,TP-ACO L.L.C.,7/1/2012,0,0,0,,1,0.5,0.5,,0.03026026,124872545.7,115235850,9636695.65,4721980.869,,9739,8342.166667,81.91666667,1317.666667,374.6666667,6567.916667,1719,3667,2254,971,4981,3630,7424,990,57,29,5,106,71990.61997,9037.274737,13666.40544,8103.943557,2813.951782,2294.449721,143.6463401,168.3326828,229.0225724,259.5037471,839.1370583,0,3034.457025,138.2479391,646.4030831,274.4992069,320.0607356,280.2629213,5.034663257,9.949453579,24.81369748,11.98729347,11.86742053,11.62767467,148.6770265,734.9853003,82.35270613,664.2159311,213.7334426,682.0769984,282.4206341,10034.44349,4418.036881,4438.41528,1153.537251,24.45407868,0,0,1,0,0,61,40,71,1,0,0.99266989,1.150303659,1.119569418,1.031049172,0.970796491,1.149090276,1.049754082,1.059254962,0.994231492,1.117311625,1.047968674,1.034760843,0.964460998,1.085862844,1.124367738,1.018656126
A97609,"Franciscan AHN ACO, LLC",7/1/2012,0,0,0,,1,0.5,0.5,,0.023622554,371576644.7,378967678.1,-7391033.413,0,,33774,29419.5,177.1666667,3346.583333,676.5,25219.25,4718,13839,8295,3574,17772,12654,29106,862,81,31,19,327,78493.56928,7975.927401,14680.45543,8313.19324,2772.205731,2406.078041,103.4748694,200.2834269,87.61203754,257.5209218,1018.368714,0,2641.420099,111.9638508,351.0829251,298.778226,293.988681,267.7475824,3.025204371,13.01857611,10.19731811,10.0273628,9.823416442,10.60521083,135.0578286,780.3755752,86.40527541,593.7898333,177.0594334,684.1040806,306.1914716,8901.544894,4023.181903,3924.641819,940.1587383,13.56243308,0,0,1,0,0,109,111,54,0,0,1.03613126,1.078862443,1.054232523,0.973372096,1.015950013,1.089592529,1.066469984,0.966854186,1.005442559,1.073066777,1.088385739,0.975143703,1.029557516,1.078602375,1.126713182,1.003727305
A81218,"Reliance Healthcare Management Solutions, LLC",7/1/2012,0,1,0,1588816,1,0.5,0.5,,0.034630631,109183182.9,104220489.9,4962692.986,2431719.563,,6684,5467.5,76.83333333,1136.25,719.3333333,3535.083333,1353,2032,1463,833,3328,2353,3511,1954,43,87,3,83,66920.9106,11660.42387,16540.77745,10979.39698,3841.104817,3081.696794,305.7018953,356.4817737,186.2862637,701.6368696,1409.168076,3.449109831,3880.677966,222.6440621,1189.918346,376.3814346,449.0169182,392.6840421,6.401463192,22.3136717,27.2519433,16.2780064,14.99771376,13.53452218,158.8100687,740.9610984,123.2738912,990.9465021,354.6410608,776.0402378,271.0562414,11850.75446,5203.657979,5276.45176,1332.967535,37.67718336,0,0,0,0,0,26,2,11,0,0,1.120655722,1.289821313,1.170732086,1.220242355,1.020470415,1.337255733,1.156358841,1.22867136,0.976668558,1.272185502,1.122485251,1.243660815,1.051229773,1.330007832,1.203256489,1.231012482
A00755,Balance Accountable Care Network,7/1/2012,0,0,0,,1,0.5,0.5,,0.029724545,208786842.6,234259597.3,-25472754.69,0,,10459,7888.5,264.5833333,1968.166667,2763.666667,2892.083333,2356,2757,2038,1115,4872,3394,2991,2518,145,2068,22,522,114964.07,15164.68064,15080.06998,20228.48349,8004.408963,7013.040051,103.0082084,210.5998391,716.0382491,270.4027105,4555.467377,0,4925.927779,464.1177587,756.0115838,337.8362125,692.1858166,640.4715128,3.422270106,9.759807339,38.53222638,23.44888776,22.68838329,11.40756702,256.8955104,770.4852023,267.9510742,1200.836555,578.1101464,837.0619177,281.5134039,15791.24152,9468.153875,5048.228658,962.9254072,311.9335826,0,2,0,0,2,270,722,46,1,0,1.096360834,1.150793762,0.970802215,1.319707049,1.037778411,1.154430302,0.95164048,1.379086784,1.100322722,1.185420627,1.000570661,1.462423969,1.115128171,1.243610945,1.030754933,1.603729692
A23779,"Southeast Michigan Accountable Care, Inc.",7/1/2012,0,0,0,,1,0.5,0.5,,0.026078616,271840066,247157174.8,24682891.21,12094616.69,,17303,14000.33333,173.8333333,3591.75,1436.083333,8798.666667,4287,5300,3416,1533,7726,6810,11628,1925,298,103,25,557,84174.29991,10000.04855,13017.02982,10708.61664,4169.885366,3496.396907,309.5783376,233.3911913,198.3307032,202.8803538,1167.513783,5.978873255,3653.217441,189.9806761,711.1539416,260.6338033,464.0603795,416.5615104,8.214090141,14.07109355,24.57084355,17.14244899,23.07087927,12.64255613,185.3088481,775.4590985,108.2117093,941.9061451,370.0626176,805.4808219,239.0657365,11565.15321,6677.412443,4323.039928,557.5581534,7.142687079,0,0,0,0,0,109,168,16,0,0,1.102044871,1.208313351,1.110649869,1.300447472,1.136745551,1.222595864,1.103771588,1.293975246,1.104397987,1.238209679,1.1534473,1.271569201,1.110147439,1.171280585,1.105798198,1.259073142
A83851,"Meridian Holdings, Inc.",7/1/2012,0,0,0,,0,0.5,0,,0.032966967,122411796.4,136587951.1,-14176154.78,0,,7516,5861.083333,216.0833333,2186.333333,1136.416667,2322.25,2565,1850,1142,540,3407,2690,2765,2882,42,299,9,100,93028.25139,11089.99573,16851.59569,11901.77557,5986.360009,5234.073184,434.5865918,246.88034,196.9050217,316.1407761,2027.597234,0,3853.873718,421.7517822,804.6605073,496.3642342,591.8701037,541.8793454,10.06639842,13.99058763,25.9337722,22.8626676,24.05698605,17.40292608,211.9122257,723.8244514,166.5221162,1569.505069,448.0400381,919.6252115,284.0771757,11628.39634,6000.938393,4162.541055,1386.944962,77.97193352,0,0,1,0,0,56,21,14,0,0,0.981012279,1.239339383,1.10499305,1.233778335,0.988995941,1.243033903,1.0691649,1.259152548,0.988850391,1.273228646,1.101226109,1.214670333,1.042029055,1.248128264,1.141705655,1.243615484
A60499,Arizona Care Network LLC,1/1/2013,0,0,,,1,0.5,0.5,,0.024259875,317441504.3,327059692.8,"-9,618,189",0,,27401,26259.5,317.6666667,3058.75,521.5833333,22361.5,4734,13459,6513,2695,14732,12669,24486,1151,282,595,203,684,77118.54467,11549.8776,13903.87129,11626.29905,4149.815798,3657.234006,198.0221676,300.6845281,86.86922468,520.5101939,1181.886177,0.409384009,4640.600565,108.9560871,472.7844881,334.1580362,376.4351949,345.7415412,4.684019117,17.17473676,8.834897847,11.69100706,6.930825035,8.111350178,168.9869351,781.9661598,111.1978522,723.8904016,261.8861745,1063.386584,451.9888041,11776.7665,4649.250747,5971.74356,1140.844266,14.92793084,0,0,0,0,0,594,1594,216,3,0,1.023686818,1.129668241,0.988980693,1.022382992,1.014899001,1.15124337,0.984176915,1.036757123,1.018980373,1.135620437,0.960008306,1.045116965,1.029539545,1.180766622,0.949406675,1.045659181
A36859,Baroma Healthcare International,1/1/2013,0,0,,,1,0.5,0.5,,0.039291646,89535542.48,90441581.42,"-906,039",0,,4946,4780.833333,94.08333333,770.3333333,2400.416667,1516,971,1840,1395,740,3089,1857,2493,461,28,1808,2,154,91962.70084,14995.01116,20246.01165,14274.0127,4911.166498,4042.813174,182.1097661,631.1961758,90.09250296,695.0670028,1556.861083,0,4857.805264,203.9170626,5093.407112,365.4089874,474.3942827,424.8213352,5.229213875,31.5844518,12.75928186,13.17761897,16.52431585,10.45842775,178.2178218,759.5473833,121.3177619,959.8744989,409.7611992,908.8373715,348.8931497,12967.8229,6134.495381,6344.082273,432.1422346,57.10301551,0,0,0,0,0,86,115,17,0,1,1.053993764,1.419959523,1.217153745,1.213996057,1.034153852,1.393625288,1.18731124,1.186231625,1.015821715,1.296785095,1.167834708,1.163908852,1.067233204,1.348124126,1.197874892,1.246104501
A85560,Yavapai Accountable Care,1/1/2013,0,0,,,1,0.5,0.5,,0.032696697,61003400.27,66827790.54,"-5,824,390",0,,7651,7439.5,25.58333333,506.5833333,117.25,6790.083333,827,3582,2261,981,4421,3230,7454,18,13,44,22,100,72469.68753,9089.027122,11309.49055,8695.532006,2916.347114,2402.352881,68.90996135,484.5591088,21.12967538,361.2467207,441.1733396,0,3594.220447,136.8818012,385.6272011,339.6698867,234.8276094,208.0784999,1.478593992,21.9100746,3.36044089,3.36044089,5.511123059,7.392969958,120.3592814,747.3053892,45.97083137,570.0651926,155.655622,581.4906916,256.3344311,10008.33389,4600.846831,4307.950803,1089.051684,10.48457558,0,0,0,0,0,62,31,19,0,0,1.052824233,1.045263247,0.972082742,0.999895153,0.982526316,1.078060462,1.052166723,0.999033545,0.983477128,1.029157443,0.979999881,0.996230596,1.012350718,0.962123076,0.983387708,0.969727724
A30070,"Colorado Accountable Care, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.029535507,93248433.07,93761567.83,"-513,135",0,,10774,10437,143.6666667,1860.333333,221.4166667,8211.583333,2513,4960,2408,893,5926,4848,9900,197,79,299,44,255,67532.87503,8785.694128,8828.016972,8008.243037,3001.282717,2702.956668,94.50497582,168.6298553,71.38966388,116.8248336,298.516078,0,2881.923847,83.63193064,352.0369714,419.4042578,263.8689279,242.4068219,2.970202165,9.581297308,8.910606496,6.22784325,5.652965412,5.269713519,114.1975309,666.6666667,31.61828112,729.711603,159.4327872,638.7850915,280.2529463,7825.907828,3117.083453,3893.455974,787.2951998,28.07320111,0,0,0,0,0,236,311,93,3,6,1.062081715,1.057038954,1.016949044,0.974504179,1.063882449,1.107541799,1.036012404,0.996375566,0.972346919,1.064451355,0.997137789,0.989579036,1.026973356,1.070832985,0.981028261,0.996588973
A73700,"Carilion Clinic Medicare Shared Savings Company, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.022037101,415182576.8,420112045.8,"-4,929,469",0,,49628,48048.33333,330.25,7926.166667,2594.083333,37197.83333,9835,20471,13339,5983,29082,20546,45451,3511,151,42,18,455,75300.25611,7833.86647,12929.55615,8054.535224,2910.961822,2711.540836,58.45603135,93.74539506,63.44133639,164.817909,1081.690423,0.184097263,2330.025719,178.6058117,437.6380024,319.0736651,329.8761664,312.0607721,1.873113878,5.660966388,10.26050158,13.25748378,8.803635228,9.136633251,149.5415318,801.9822007,112.8655174,732.0961532,227.957959,646.6821603,182.5245413,8766.755697,4354.552707,3412.563738,989.2330639,10.40618821,0,0,0,0,0,404,589,134,16,5,1.012868015,1.034953386,1.050547737,0.975166623,1.031292207,1.050895919,1.03569441,0.976459881,1.055436629,1.070642249,1.064708771,0.984239564,1.057505432,1.043834282,1.071361041,0.99480215
A94529,Physicians Collaborative Trust ACO LLC,1/1/2013,0,1,,2666140,1,0.5,0.5,,0.027912182,121613243,121612884.4,359,0,,13479,13158.41667,69.41666667,1071.166667,437.5,11580.33333,1526,6196,4185,1572,7314,6165,12583,459,44,211,6,176,76223.89476,9348.687563,14697.36689,8624.758228,2368.138973,2216.771202,74.55923253,60.44507795,37.84914933,254.3036429,580.778569,0,4174.770772,76.43830394,610.3699542,245.6229849,276.3250391,264.4695094,2.279909564,3.799849273,5.775770894,15.73137599,8.435665385,8.587659356,138.1786843,787.4174088,56.84574512,512.9036548,211.7276015,696.2083837,286.1286502,11832.80663,4724.428598,6147.928132,907.0240214,53.42588077,0,0,0,0,0,36,16,6,2,0,1.03746282,1.098876729,1.144434106,1.012786523,1.00684889,1.159128442,1.129827108,1.022859422,1.034861024,1.142251362,1.137269769,1.030724607,1.064651169,1.107343481,1.079231119,1.052496293
A32235,"Alegent Health Partners, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.024614787,194307432.9,195646882.5,"-1,339,450",0,,23852,23151.83333,198.8333333,4082.833333,709.6666667,18160.5,5151,10190,5981,2530,13474,10378,21353,1785,120,176,54,364,68156.95027,7787.923494,11256.17,7836.242757,2889.950658,2593.657458,174.096675,103.9986535,53.21442943,170.8791394,853.0539584,0,2326.832341,71.99543339,388.8401072,261.5232836,333.1917559,315.2666096,5.139981715,6.219809806,6.565354796,10.4095428,13.99457206,9.934418441,158.4751532,759.9727706,80.25282375,702.7089287,222.2286212,570.8403222,260.0226044,7698.87194,3507.583993,3417.180785,763.4816537,10.62550842,0,0,0,0,0,264,644,117,0,0,0.982760953,1.044444518,0.98406823,0.969881037,0.952127381,1.037884084,0.976220882,0.95506825,1.00286695,1.019113336,0.976196838,0.953191443,0.987121025,1.011175701,0.967600654,0.946846541
A83794,"Pioneer Valley Accountable Care, LLC",1/1/2013,0,0,,,1,0.5,0.5,,0.023480249,298185918,295256882.1,"2,929,036",0,,35197,34214.08333,279.5833333,9640.666667,2306.5,21987.33333,11210,12659,7564,3764,20335,14862,30262,2392,205,1543,18,777,73741.75283,7902.422626,9475.21536,8031.92946,2895.080781,2375.346119,66.74910161,298.8965287,168.9823055,119.8002047,524.4187763,1.120450948,2558.504682,173.6794452,494.799987,273.3839231,289.8806291,249.9847772,2.367446154,15.69529117,21.8038868,12.33410219,10.81426021,9.674378728,135.5387089,815.0700666,55.59114302,822.08837,211.7841337,498.3328016,214.9991841,9774.834437,4419.378959,4059.351778,1286.780054,9.323645965,0,0,0,0,0,296,803,164,3,7,1.018954838,1.034892284,0.955067936,1.012118566,1.019422154,1.013700776,0.946717075,1.006979114,1.002784053,0.996963686,0.927213802,1.00577659,1.033769922,1.003964395,0.924753191,1.022398184
A19579,Primary Care Alliance LLC,1/1/2013,0,0,,,1,0.5,0.5,,0.03103003,97768888.04,96633429.6,"1,135,458",0,,8969,8748.25,35.58333333,536.9166667,205.3333333,7970.416667,788,4230,2951,1000,5128,3841,8570,230,37,22,9,101,88389.43201,12859.30046,17344.46186,10416.32747,3042.480455,2802.822215,131.8173528,92.09532169,25.74918771,173.6251996,776.1198852,0,4821.299575,103.5267696,718.817246,359.4157515,342.125568,326.4652931,4.343725888,5.7154288,5.601120224,14.63149773,13.60272054,8.801760352,140.2162539,784.792466,73.61472295,536.6787643,256.394136,790.2151859,339.3821622,13454.34801,4650.98734,7005.172463,694.6532164,1103.534993,0,0,3,0,0,53,8,3,1,0,1.040501,1.258115407,1.217172196,1.152089491,1.053298015,1.296165723,1.186627614,1.198762174,1.090151409,1.266458106,1.257790996,1.203713625,1.097243802,1.301903915,1.202469209,1.183688572
A00843,"St. Luke's Clinic Coordinated Care, Ltd.",1/1/2013,0,0,,,1,0.5,0.5,,0.024116971,234154789.6,229239989.8,"4,914,800",0,,28830,27938.75,172.75,3281.666667,1031.25,23453.08333,4505,12382,8182,3761,16288,12542,27787,69,131,315,90,438,57822.78942,8834.946635,11126.34268,7623.036579,2443.510859,2146.187379,132.0609582,116.0957388,77.95260168,356.48927,535.7977622,0,1784.014195,85.74629343,427.7595446,322.544861,262.359626,244.3201647,3.650843363,6.156324102,8.232293857,9.127108407,6.442664758,6.47845734,108.3916084,718.9685315,52.57930294,649.2058521,156.6999239,575.7594739,213.6459219,8110.813834,3044.695987,3325.023489,1400.313185,340.7811731,1,0,2,0,0,257,655,107,2,0,0.958278543,1.082447095,0.993995313,0.971408063,0.962193185,1.067754628,0.976182721,0.964087629,0.977988867,1.113593548,1.046241689,0.98371523,0.979377439,1.089208437,1.009796179,0.995665843
A45761,Regents of the University of California,1/1/2013,0,0,,,1,0.5,0.5,,0.024901497,263528759.6,265418262,"-1,889,502",0,,20985,20328.16667,284.25,2496.916667,2244.666667,15302.33333,3570,9211,5291,2913,12270,8715,15527,1865,1299,812,25,1457,86822.6412,14599.41848,15671.79947,11051.08779,4241.282641,3996.132012,91.60502407,100.0579309,114.8162516,267.7603213,1050.975473,3.120812235,4301.822515,161.5443159,906.9846878,388.514423,365.1091671,348.9739196,2.262870074,4.722511458,8.657937673,8.903901811,4.525740147,5.853946495,192.6357691,792.8632357,80.62704458,658.5443842,252.2116275,864.6131394,510.5231657,11523.41989,4510.539563,6848.871435,157.5646271,6.444260427,0,0,0,0,0,423,1911,87,0,3,1.091151088,1.40406729,1.103332376,1.078052259,1.102908512,1.392166651,1.088899816,1.077257903,1.095387576,1.431329412,1.081513316,1.082939166,1.066602726,1.441437099,1.09515697,1.083078957
A80267,Marshfield Clinic,1/1/2013,0,0,,,1,0.5,0.5,,0.023753659,264599634,269283068.6,"-4,683,435",0,,32463,31361,246.1666667,5759.666667,1896.416667,23458.75,7220,12887,8348,4008,17763,14700,31435,69,262,40,234,423,69955.20531,8023.713053,10909.85503,7892.95616,2996.758344,2883.061231,26.17272761,72.98247043,33.86437431,176.7725429,835.5982068,0.433151254,2890.279538,93.21641157,141.7869083,283.9451769,312.2030548,302.7326935,0.542074551,3.76263512,5.133764867,10.9052645,8.736966296,9.948662351,138.8530928,776.7396907,78.6645834,682.5356334,168.2344313,637.7985396,251.6501387,7835.878958,3196.741175,3382.64086,1245.527885,10.96903798,0,0,0,0,0,237,875,143,2,1,1.028810576,1.071515932,1.0697608,1.100151686,1.025497797,1.059443216,1.073246538,1.097466587,1.046633889,1.054782413,1.064431828,1.085488933,1.050263186,1.088983091,1.080249711,1.090058315
A01645,Triple Aim Accountable Care Organization,1/1/2013,0,0,,,1,0.5,0.5,,0.027867774,131834676.1,130391898.9,"1,442,777",0,,13553,13137,123.75,3044.25,243.75,9725.25,3549,4159,3835,2010,7735,5818,12303,483,341,61,53,312,83391.45353,8764.196613,10148.11543,9348.674615,3530.269839,3230.511855,215.492943,40.64616889,90.89777633,381.2960424,1045.432433,0.14003258,2793.009707,101.830944,443.2971838,291.9180162,354.5710588,339.1946411,5.556824237,2.435868159,7.307604476,12.17934079,7.079241836,8.221055035,156.623787,805.9128865,114.790287,679.3788536,259.9528051,727.7917333,347.491817,8781.304712,4757.326635,2912.689351,1098.65266,12.63606607,0,0,0,0,0,320,936,109,0,14,1.04048973,1.067723326,1.085197862,0.992345216,1.067171116,1.089865851,0.992934459,1.016805671,1.009363594,1.088921475,0.949910489,1.039576992,1.004977825,1.10536127,0.923162972,1.055319037
