ACO_Num,ACO_Name,ACO_State,Start_Date,Track1,Track2,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,CHF_ADM,COPD_ADM,PNEU_ADM,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS
A45364,"APCN-ACO, A MEDICAL PROFESSIONAL CORPORATION",California,1/1/2013,1,0,0,10771,-0.809922074,2.953730746,-1152555,0,0,0.756361607,13633,12665,142304473,143457029,,,0.5,0.378180804,112492,13038,9702,14279,112806,13692,10583,14280,108969,13226,10154,13817,104428,16848,11573,11865,13743,1.107882268,1.347789929,0.989260314,1.281764338,1.099541175,1.395243838,0.994768805,1.258398358,1.137001712,1.381060674,0.999199307,1.27352816,1.077995375,1.409028922,1.025877928,1.244599489,211.8333333,1041.666667,10060.33333,2174,10438.25,194.4166667,749.3333333,7268.833333,2225.666667,1089,3652,3827,2203,6434,4337,1499,122,7270,388,14,1478,4780,3529,927,355,200,147,2326,0,1576,4443,332,932,249,391.5407276,327.9285321,27.7824348,14.94503389,20.88472685,11.11297392,5.269082461,11.01717242,201.5400067,759.9598259,126.4579791,525.3754221,272.5552655,634.1101238,233.6598568,13506.28697,7755.514574,5496.036213,247.3594712,7.376715446,0,0,0,0,5,54,43,1,0,0
A38167,"HNMC Hospital/Physician ACO, LLC",New Jersey,1/1/2013,1,0,0,8709,-1.65109445,3.129029029,-1742663,0,0,0.794866071,12511,12395,105545918,107288581,,,0.5,0.397433036,98017,12505,14292,11022,97451,12196,13582,11520,93537,12374,13584,11073,106988,13394,13230,11003,12718,1.095635065,1.156195317,1.048784546,1.126090631,1.043929031,1.201154939,0.992500067,1.102537981,1.059593508,1.13298016,0.975597799,1.100014636,1.075351608,1.202325668,0.955983334,1.05654068,83.91666667,805.0833333,1777.833333,6909.75,8436.083333,90.66666667,715.0833333,1820.666667,5809.666667,1050,3725,2696,1238,5229,3480,5483,610,1325,543,2,746,3797,3504,29,169,98,189,2089,0,2192,4172,210,455,170,351.2293422,332.1446564,0.829768949,8.890381595,9.36453528,15.29145634,15.0543795,8.41622791,181.9281969,817.2650262,125.1765729,605.0201021,278.8023668,708.1485286,302.1544358,12400.65986,5323.323422,6797.585768,274.06083,5.689844221,0,0,0,0,5,43,148,13,1,0
A73340,"Ochsner Accountable Care Network, LLC","Louisiana,  Mississippi",1/1/2013,1,0,0,23744,-1.720385365,2.462558752,-4079741,0,0,0.902232143,10314,10369,237141090,241220831,,,0.5,0.451116071,61745,9710,14175,8514,63677,10696,14232,8613,58141,10253,13450,8212,62447,10740,12520,8587,10492,0.993734428,1.205249704,1.069888357,1.063107696,0.988142024,1.207995335,1.114796388,1.063198279,0.971986908,1.202265165,1.079143708,1.051894252,1.006856778,1.192278877,1.090606432,1.069126596,526,4323.333333,1606.333333,15220.25,22991.16667,509.6666667,4638.083333,1617.5,16225.91667,6055,10373,5139,2177,13496,10248,16560,6519,128,146,25,366,3174,2642,262,205,116,153,261,2,3533,2394,99,820,350,346.4808948,311.032498,8.612003161,11.9611155,14.70129833,19.74671432,6.915699508,7.481134059,202.9485571,710.9473024,30.66395065,892.3862063,227.1742046,714.4917976,289.67647,8765.714369,2487.912024,5011.446425,1250.480257,15.87566239,3,0,0,0,9,240,995,157,4,7
A81035,"Christie Clinic Physician Services, LLC",Illinois,1/1/2013,1,0,0,5921,-4.877655579,3.623423423,-2393214,0,0,0.769419643,8625,8622,49064839,51458053,,,0.5,0.384709821,63887,9034,8905,7618,59887,8920,10206,7935,74588,9260,10593,8058,67044,9180,15188,8330,9046,1.00575375,1.179767735,1.10270871,1.056446029,0.953341769,1.163970816,1.071548361,1.051972287,0.975212791,1.140975638,1.01828859,1.043009086,0.983474719,1.157210147,1.120648612,1.053101957,53.58333333,965.3333333,231.4166667,5944.583333,5688.666667,46.41666667,751.25,103.3333333,4787.666667,1108,2583,1525,705,3355,2566,5323,475,34,4,0,85,2873,2529,5,329,14,171,730,0,1607,3075,74,325,349,341.7320989,318.7038556,0.175788117,21.27036212,1.582093051,17.05144732,9.492558303,5.625219735,168.7578419,799.2471769,63.63529825,671.1590297,230.8097973,673.7958514,382.6907301,9092.464549,3322.92277,4128.383921,1603.363413,37.7944451,0,0,0,0,0,41,97,27,0,0
A94621,Collaborative Care of Florida LLC,Florida,1/1/2013,1,0,0,12622,5.216082136,2.84264853,5339696,5339696,2421969,0.925669643,8306,7958,102369864,97030168,,,0.5,0.462834821,61363,9132,11397,7490,69175,7972,9742,7400,65262,8265,7827,7480,70307,8277,9323,7268,7873,0.952152334,1.152772333,0.977916706,0.975858618,1.012964897,1.032713755,0.853694881,0.97564252,1.043599782,1.029283202,0.937700984,0.9737896,1.009446262,1.040531438,0.968329816,1.000919535,74.75,904.3333333,149.0833333,9342.833333,12325.16667,96.75,1011.083333,162.3333333,11055,1595,6481,3459,1087,7121,5501,10679,1262,153,156,10,362,1972,1860,40,64,23,120,264,0,1416,3513,57,450,229,245.4327866,235.8588795,0.973617666,3.488796636,5.111492745,11.27773796,10.46638991,6.085110411,161.7986165,817.0637971,26.77448581,457.9248421,169.2472042,641.8574462,334.6810726,10707.76595,4077.591919,6013.549513,610.7016808,5.9228408,0,0,0,0,4,56,34,14,0,0
A70850,"ACO Health Partners, LLC","New Jersey,  Pennsylvania,  Florida",1/1/2013,1,0,1,12703,4.351977336,2.837787558,6476300,6476300,2715442,0.855691964,12098,11862,148812807,142336507,1711600,1711600,0.5,0.427845982,99931,12728,12418,10611,99917,11080,12898,10871,90075,10607,12166,10594,82238,10805,11624,10418,11572,1.072598668,1.213842126,0.974663843,1.117920111,1.062892586,1.172086425,0.988463474,1.132920635,1.093674788,1.138016933,0.955439115,1.113138102,1.065428575,1.093972123,0.958964922,1.127020336,128.1666667,2565.583333,1699.666667,6950.833333,12300.33333,154.6666667,2821,1654.166667,7670.5,3444,5431,2643,1185,6969,5734,9447,1677,624,611,3,341,3541,3058,152,206,175,230,835,0,1768,4301,155,846,249,388.769952,353.567654,4.1462291,10.89401371,20.16205523,10.8127151,13.57686784,8.292458199,184.9770056,781.297905,64.14460313,835.4245142,291.7807106,851.6029376,327.7146961,11767.97377,5294.490664,5528.955855,931.112978,13.41427062,0,0,0,0,0,63,32,15,0,0
A43744,Central Jersey ACO LLC,New Jersey,1/1/2013,1,0,0,20014,0.629489484,2.499859995,1370977,0,0,0.868415179,11205,11239,217791954,216420977,,,0.5,0.434207589,87093,11643,16548,10403,90231,10821,16762,10095,87409,11241,16699,10473,99804,11399,18358,10033,11134,1.083326309,1.181478323,1.150359682,1.11089527,1.0712813,1.162690255,1.178883566,1.119828313,1.066110142,1.137473011,1.210631207,1.120286089,1.11225618,1.150108399,1.21289726,1.095258805,104,1729.25,915.9166667,14520.25,19437.58333,114.5,1835,1036.25,16451.83333,2555,8656,5795,3008,11876,8138,18268,910,179,163,7,487,3439,2880,47,444,109,351,1051,0,1731,4281,168,369,179,326.4294687,290.0051875,1.131827945,22.73945235,12.55300085,11.8327467,9.05462356,7.717008716,178.500595,819.5160651,95.330781,669.5791229,242.4169671,719.4309992,326.0693416,11123.39926,4251.660229,6047.819731,689.5404521,134.3788451,0,5,0,0,6,109,223,47,0,1
A91256,"SERPA ACO, LLC",Nebraska,1/1/2013,1,0,1,11175,-3.046990596,2.929485897,-3122580,0,0,0.935714286,9475,9317,102480779,105603359,2106340,0,0.5,0.467857143,68003,7487,10292,8800,58478,7680,13885,8961,68234,8361,13064,8942,64986,10091,13285,9266,9763,1.017843924,0.977839337,0.920926119,0.955406848,1.002482153,0.998609306,0.922296065,0.963254211,1.02225812,0.975499931,0.98374394,0.96056815,1.008408005,1.048641856,0.939951823,0.975405643,54.58333333,921.5,399.8333333,8837.5,10816.41667,52.83333333,1011.333333,398.9166667,9353.333333,1388,4419,3462,1906,6459,4716,10890,53,28,86,11,107,3232,3025,88,118,42,233,1143,0,2640,2274,97,175,281,297.2333721,282.3485905,1.849041195,5.824479765,7.118808601,13.22064455,6.656548302,14.88478162,132.3368575,860.3718556,102.2519781,520.5050964,54.17690702,486.2978343,167.153324,8584.636009,4767.66027,2570.074809,742.7598481,504.1410818,0,0,1,0,0,52,1,6,0,0
A72294,"Accountable Care Coalition of North Texas, LLC.",Texas,1/1/2013,1,0,0,6274,5.332596862,3.545145145,3647800,3647800,1382659,0.773549107,11277,11158,68405694,64757894,,,0.5,0.386774554,83094,10699,13951,11617,68122,9919,11504,10668,71960,10641,10736,10078,76977,9708,9950,9503,10676,1.040142801,1.181856267,1.003839205,1.098715728,1.050949529,1.110783763,0.933132586,1.094185637,0.971058299,1.139189879,0.87921011,1.058861996,1.025204602,1.109193443,0.809753212,1.036582077,83.25,1199,869.4166667,4312.083333,6066,97,1132.416667,747.5,4089.083333,1453,2963,1399,459,3539,2735,4588,727,516,226,17,200,3758,2487,659,511,139,291,744,93,1594,3451,108,973,206,350.3132212,276.6238048,19.61754039,29.17903066,16.81503462,12.36399604,8.57237059,7.912957468,160.0537996,747.1418964,64.78733927,791.1308935,231.9485658,854.1048467,366.9634026,9981.701286,4747.774481,4253.544346,967.8536103,12.52884932,0,0,0,0,0,45,14,4,0,0
A16366,"Accountable Care Network of Florida, LLC",Florida,1/1/2013,1,0,0,7990,-2.931011759,3.201801802,-2295278,0,0,0.895535714,10082,10015,78310094,80605372,,,0.5,0.447767857,75407,8951,14915,9790,69953,10700,12630,9797,74197,9858,12886,9798,87866,10609,14372,9968,10378,0.98358564,1.093038091,1.055829659,1.062222805,0.98683121,1.106406189,1.040657706,1.063781526,1.097793085,1.140504613,0.998952236,1.047832943,0.996128426,1.135091342,1.090004539,1.126891858,23.5,459,127.6666667,6945.333333,7767,29.33333333,468.3333333,135.4166667,7133.916667,782,3346,2536,1326,4701,3289,7673,119,39,31,4,124,2649,2116,37,454,60,247,686,0,1102,4727,90,859,232,303.0771212,267.9284151,1.41624823,25.74996781,7.982490022,10.04248745,8.368739539,6.308742114,156.5934066,826.3736264,63.08742114,490.9231364,214.8834814,703.4891206,304.2358697,13328.69834,4561.478048,6861.722673,1890.820137,14.67748165,0,0,0,0,1,58,98,11,0,0
A54859,"Keystone Accountable Care Organization, LLC","Pennsylvania,  New York",1/1/2013,1,0,0,7727,-6.098960705,3.254454455,-3661730,0,0,0.879464286,8021,7753,60038588,63700318,,,0.5,0.439732143,63939,6465,10751,7578,59587,6923,9643,7388,61599,6757,9549,7565,60381,7817,10377,8233,8510,1.006294108,0.907788257,0.9703786,1.054375804,0.97130732,0.912791627,0.995560329,1.011583123,0.963828788,0.983332492,0.961343202,1.025912832,1.064634178,0.970286566,0.92293372,1.034955822,30.58333333,1090.333333,367.75,6348.666667,7485,33.08333333,1057.333333,369.9166667,6024.666667,1316,3105,2122,1184,4588,3139,7543,47,14,18,6,99,2858,2280,60,455,89,123,740,0,2096,2308,147,302,256,297.261189,259.1850367,1.736806947,26.45290581,9.886439546,9.886439546,4.408817635,5.477621911,139.5894428,814.6627566,63.19305277,727.0541082,200,669.2050768,196.259185,8391.315965,2238.476954,3093.921176,1013.894456,2045.02338,0,9,1,0,19,43,193,22,1,0
A30316,NATURE COAST ACO LLC,Florida,1/1/2013,1,0,1,6456,-0.048677011,3.508708709,-38166,0,0,0.914620536,12697,12275,78406410,78444576,1435480,0,0.5,0.457310268,90597,10497,18507,11203,68204,9223,16946,11824,71314,10245,17226,11733,91224,10855,17383,12290,12703,1.008525922,1.125479041,1.030202791,1.093659019,0.998195847,1.079132259,1.099615165,1.133358591,1.045683843,1.185074611,1.085271099,1.175930421,1.119527979,1.214597316,1.160644373,1.270763889,26.58333333,823,363.0833333,5074.666667,6175.083333,27.66666667,839.6666667,308.6666667,4999.083333,1062,2563,1920,911,3444,3012,6084,169,50,44,0,109,3767,3333,105,261,107,793,1927,0,1623,3909,183,747,225,452.7874118,419.7514204,3.076881554,13.60305529,16.35605457,18.62323046,13.44111416,10.52617374,189.039932,816.9073917,188.6614216,731.3261629,313.5180362,851.1626024,254.247581,12805.98103,1128.405825,5605.268485,822.8229039,5249.483813,0,0,13,0,0,15,0,2,0,0
A84785,"MCM ACCOUNTABLE CARE ORGANIZATION, LLC",Florida,1/1/2013,1,0,0,6728,1.86731249,3.454254254,2007434,0,0,0.77578125,16558,16015,107503917,105496483,,,0.5,0.387890625,113408,12957,16442,15151,103738,12709,17593,15126,100363,13823,18172,15431,96643,12959,16252,15886,16249,1.094177513,1.30762177,1.10964642,1.316871211,1.052666024,1.25582449,1.122274092,1.350277245,1.073917372,1.294908435,1.162588377,1.379381851,1.080998995,1.381948507,1.203351754,1.415997907,46.33333333,556.0833333,309.6666667,5957.166667,6492.583333,48.08333333,557.5,280.4166667,5606.583333,712,2194,2288,1534,3892,2836,6194,312,35,85,2,100,4473,3963,159,352,56,602,2129,0,1735,6017,204,1460,301,508.2722594,475.4655954,4.7746788,19.86882469,8.163160529,22.17915314,19.71480279,14.63208019,188.8288288,835.3153153,185.5963856,867.4513227,390.7535521,1023.783548,429.8751139,16504.98646,6778.965743,8524.803943,1178.575554,22.64121883,0,0,0,0,0,35,1,2,0,0
A82661,"Meritage ACO, LLC",California,1/1/2013,1,0,0,22722,-3.863406993,2.472779093,-7958433,0,0,0.859486607,9318,9154,205995197,213953630,,,0.5,0.429743304,79996,6737,10134,8620,89080,7753,12121,8576,102554,9279,13027,8642,90556,10720,14330,9060,9678,0.996180011,0.871351472,0.939728355,0.917106938,1.012425184,0.912551334,0.958050267,0.897847053,1.028238295,0.95474703,0.963420054,0.905731969,1.038931365,0.988102896,0.954197797,0.913606259,81.5,1436.583333,778,17215.75,22108.16667,78.75,1417.833333,926.25,19685.33333,2247,11020,6030,3425,12776,9946,21040,283,295,301,29,774,2965,2776,59,107,51,364,1005,0,1883,3150,105,480,150,202.2329607,193.5483871,1.583125391,3.754268785,3.347179398,6.694358797,3.121018628,4.930304789,134.2580476,793.7712641,56.22356746,522.7932363,140.4006061,506.0573393,296.3158411,9055.839094,3669.820353,5007.606541,228.9199316,149.4922691,0,5,0,0,4,127,315,20,2,1
A13613,"Accountable Care Network of New Jersey, LLC",New Jersey,1/1/2013,1,0,0,15121,-4.277002772,2.695159032,-7176609,0,0,0.8875,11496,11222,167795290,174971899,,,0.5,0.44375,77902,8351,18063,9690,95812,9248,19753,10205,100351,9839,17008,10477,98409,11204,20669,10734,11988,1.001725557,1.024138443,1.159399859,1.06567432,1.046733061,1.021347253,1.267493785,1.080809903,1.030594951,0.99570383,1.248252394,1.088824428,0.980409022,1.030508174,1.309218913,1.088979378,83.75,1593.083333,600.5,9577.916667,14595.66667,118.3333333,1911.416667,707.25,11858.66667,2570,6693,3826,2032,8820,6301,13215,1442,72,77,4,311,3930,3459,135,318,94,382,1463,0,1623,4302,181,465,229,398.6799735,370.7949848,3.014593373,17.33391189,7.467969945,15.55256126,11.09918469,8.975266632,186.3560732,831.9467554,128.5312992,734.0534862,302.829607,928.6317857,323.8632471,10814.44264,4562.381529,5187.978167,1056.340923,7.742023888,0,0,0,0,0,96,119,44,1,2
A76577,"UW Health ACO, Inc.",Wisconsin,1/1/2013,1,0,0,28598,-1.990614884,2.414017134,-4446270,0,0,0.943415179,8081,8169,223361613,227807882,,,0.5,0.471707589,68868,8304,8185,7451,61513,8242,9424,7540,71584,8514,10137,7545,75441,8583,10234,7536,8242,1.046769654,1.15851086,0.930585859,0.986100773,1.062235311,1.151218607,0.985552584,0.960340914,1.057704706,1.116042454,0.986450349,0.952192878,1.07522122,1.143049677,1.008184724,0.960401061,204.9166667,4406.333333,776,20973.66667,27641,188.75,4272.166667,819,22361.08333,5729,13063,6594,3212,16561,12037,26737,749,259,84,53,716,2607,2371,102,83,85,402,714,0,2281,1882,93,242,244,255.8879925,237.4733186,2.749538729,4.594623928,11.03433306,9.768098115,4.811692775,6.331174704,154.1366289,763.130793,64.03530987,615.7157845,166.4556275,625.4115264,228.9352773,6957.707753,2704.533121,2902.861691,1345.754495,4.558445787,0,0,0,0,4,315,1245,210,2,1
A66307,"A.M. Beajow, M.D. Internal Medicine Associates ACO, P.C",Nevada,1/1/2013,1,0,0,5630,5.132632289,3.710810811,3569716,3569716,1243739,0.711049107,12625,12469,69549428,65979712,,,0.5,0.355524554,117699,16338,25814,10835,90887,15121,24940,11677,100210,15589,27693,10830,81453,16247,22824,10604,11977,1.091599938,1.314319126,1.296803726,1.105257124,1.04753069,1.513567875,1.233556063,1.127980954,1.00039285,1.411244485,1.201369181,1.123384652,1.034944979,1.461022826,1.355447804,1.127751546,43.08333333,423.4166667,170.8333333,5185.25,5509,48.41666667,378.0833333,163.4166667,4919.083333,549,2595,1854,632,3190,2440,4796,398,142,71,10,213,4371,3103,326,974,129,219,833,0,1195,4964,102,774,203,353.9662371,288.8001452,8.168451625,48.64766745,8.349972772,9.983663097,5.082592122,7.079324741,187.9804333,771.4884696,51.55200581,561.081866,230.8948993,783.6267925,412.2345253,11688.14667,4359.23035,6264.29479,1058.268288,6.353240153,0,0,0,0,0,18,11,3,1,0
A97296,"Accountable Care Coalition of New Mexico, LLC",New Mexico,1/1/2013,1,0,0,5075,-1.687499119,3.877477478,-524065,0,0,0,6265,6191,31055714,31579779,,,0.5,0,50956,5247,6966,5233,57810,5140,8118,5400,60718,6142,7530,5379,67685,6271,5011,5989,6371,0.953559494,0.791643759,0.759008672,0.75515025,0.981942894,0.788594104,0.780753697,0.776646502,0.982248507,0.89231536,0.868990119,0.822123007,0.951838409,0.909562313,0.719910336,0.839803273,31.41666667,1166.333333,452.8333333,3406.333333,4957.166667,29.41666667,1055.25,225.25,3647.25,1279,2291,1164,341,2697,2378,4299,61,10,404,158,143,2162,1895,23,177,75,156,223,8,1566,1809,157,236,300,200.719497,181.7570521,0.403456275,9.279494335,9.077766197,4.034562754,6.253572269,8.069125509,130.8176101,757.2327044,21.3831826,632.821168,126.8869986,459.7384259,201.3246814,8003.765592,2082.641294,2331.372088,686.6825808,2903.06963,0,36,0,0,4,57,39,47,1,0
A39327,"Accountable Care Coalition of Central Georgia, LLC.",Georgia,1/1/2013,1,0,0,10914,-0.578287427,2.94514903,-646054,0,0,0.785602679,10600,10267,111718529,112364583,,,0.5,0.392801339,68157,9149,11763,9641,78944,9124,13140,9320,76675,9115,11681,9455,71314,9445,11438,9849,10661,0.987661603,1.167293149,1.109429102,1.187310479,1.005686751,1.148011878,1.049576887,1.173729981,0.985371103,1.119800769,1.054074631,1.15984791,1.059652555,1.076160149,0.979556928,1.196404433,137.1666667,1946.583333,326.25,8125.333333,10539.41667,144.3333333,1754.583333,249.5,8391,2313,4636,2957,1008,6182,4732,8251,2395,77,54,9,128,3720,3130,323,281,57,310,675,0,1655,3783,268,385,330,449.455615,416.246946,8.918899686,16.4145707,7.875198659,24.28976936,16.4145707,15.65551541,184.1237636,778.8485924,81.12403438,845.0183043,281.5146316,939.2360425,347.2677963,11668.95701,5865.030481,5301.337044,490.9190104,11.67047512,0,0,0,0,0,30,71,18,2,0
A86799,"Accountable Care Coalition of Georgia, LLC.",Georgia,1/1/2013,1,0,0,10876,1.107327307,2.947429486,1010218,0,0,0.850446429,8747,8307,91230284,90220067,,,0.5,0.425223214,69143,6124,7498,6789,64373,6600,8322,6938,62493,7059,8795,6803,71376,6439,7483,7297,8650,0.977585262,0.986737914,0.885040358,1.026485132,0.985905012,0.998308596,0.871102527,1.033752632,0.972193882,0.997994928,0.876388064,1.052700663,0.987366874,0.984567192,0.86976944,1.053368969,236.1666667,4813.666667,1011.25,4539.666667,10430.08333,276.0833333,4352.5,831.75,4969.75,5214,3605,1428,629,6259,4617,5581,5068,31,108,4,84,2706,2338,74,169,133,255,441,5,2478,2174,210,377,313,310.3522663,281.1099304,2.109283243,8.437132973,18.40829012,15.6278713,13.61446457,7.957750418,170.8349365,708.7341285,41.03514673,1086.184994,202.2994383,530.0053531,193.9581819,8183.923107,385.2318214,3043.503967,527.4166873,4227.770631,0,115,0,0,0,154,70,60,0,0
A46585,"Accountable Care Coalition of Greater Athens Georgia II, LLC.",Georgia,1/1/2013,1,0,0,9811,0.20582968,3.018818819,190759,0,0,0.829017857,9718,9611,92678098,92487339,,,0.5,0.414508929,65894,8373,12436,8421,62564,8494,11611,8747,66438,8976,11649,8991,73017,9179,11308,8722,9698,0.959709712,1.089573644,1.052433501,1.113819064,0.937119487,1.110621963,1.075617859,1.137833213,0.969824291,1.08446549,1.072815028,1.154592982,0.942171274,1.073729685,1.133033196,1.126410587,91.25,2024.25,586.0833333,6762,9536.416667,107.4166667,2004.5,576.5833333,6847.916667,2389,3719,2536,1167,5737,4074,8365,1327,29,20,5,65,2869,2549,136,93,118,377,715,0,1698,3130,262,672,323,338.3870601,314.6884312,3.77500284,5.13819831,14.78542779,13.31737113,10.69584138,19.08473658,158.6466165,768.7969925,77.5972806,843.0839676,219.9987766,731.3019391,272.0099269,10041.61242,3802.476472,4314.723385,816.6589477,1107.753611,0,0,1,0,0,5,0,0,0,0
A48354,"NOMS ACO, LLC",Ohio,1/1/2013,1,0,1,6860,2.299359131,3.427827828,1538014,0,0,0.919977679,10072,10341,66888795,65350782,1737160,0,0.5,0.459988839,75148,9993,18488,10198,78627,9107,14820,10116,73024,9466,13185,9209,66829,9614,13371,9001,9841,1.012124831,1.197437575,1.269583679,1.143855481,1.076878901,1.144624465,1.173109446,1.134611764,1.091629452,1.128718762,1.098054332,1.108082246,1.064780394,1.126865671,1.143459676,1.0554846,80,967.0833333,237.1666667,5816.583333,6641,70.41666667,927,214.4166667,5429.166667,1219,2975,1798,868,4033,2827,6440,276,12,12,1,119,2797,2421,152,207,65,447,1035,0,2301,2756,132,454,230,321.0359886,296.9432314,4.065652763,12.94985695,7.077247403,12.94985695,12.04637856,9.637102846,156.8402977,803.0910132,99.8343623,806.3544647,199.2169854,678.5122723,238.217136,9617.075742,4281.433519,3993.976811,1334.437585,7.227827135,0,0,0,0,0,25,33,17,0,0
A10419,"Morehouse Choice Accountable Care Organization and Education System, Inc.",Georgia,1/1/2013,1,0,0,5710,1.208889023,3.686786787,513116,0,0,0.738392857,7704,7393,42445256,41932140,,,0.5,0.369196429,64577,6701,5819,6322,72015,6233,5728,5268,66127,6254,5855,5379,62670,6352,6304,5609,7611,0.945825853,1.010179648,0.825551832,1.033185384,0.959494614,1.01260293,0.841998389,1.022054823,1.000023599,1.030717516,0.857523241,1.057430063,0.945545829,0.983976579,0.803002778,1.059306527,147.6666667,2210.583333,607.5,3167.416667,5509.25,160.6666667,1990,552.4166667,2806.166667,2416,2016,958,320,3616,2094,495,5050,43,66,2,54,2355,2059,104,45,172,121,241,0,2509,1874,198,344,234,268.0945682,243.0457866,2.904206562,2.178154921,19.96642011,21.23701048,7.260516404,3.630258202,179.7274276,594.548552,25.41180742,952.7612651,202.9314335,455.9604302,178.0641648,6356.763625,2652.992694,2595.453102,545.9908336,562.3269955,0,16,0,0,3,131,219,65,17,13
A09602,"Lower Shore ACO, LLC","Virginia,  Maryland,  Delaware",1/1/2013,1,0,1,10001,2.366170509,2.999939988,3344351,0,0,0.836830357,14648,14557,141340226,137995876,2031640,0,0.5,0.418415179,98725,15130,21065,12454,95368,15803,21976,12877,97730,15032,20804,12662,98035,15125,21876,12362,14302,1.029185693,1.321176919,1.279399173,1.162537209,1.02019673,1.326076966,1.317942819,1.139358008,1.069884867,1.280553154,1.261272196,1.127203,1.140632435,1.331287717,1.231429325,1.120066335,120.1666667,858.8333333,568.6666667,7288.333333,9649,120.75,990.4166667,591.8333333,7946,1322,4226,2871,1582,5757,4244,8113,1668,65,13,6,136,5795,5147,89,565,48,376,1586,0,2707,3437,322,647,302,429.2672816,390.5067883,3.627318893,31.40221785,3.730956576,18.24023215,7.565550834,15.5456524,191.7849592,828.7526427,154.7310602,910.0424915,336.3042802,908.0733755,278.4744533,11692.507,4934.086434,5067.157218,1648.150067,43.11327599,0,0,0,0,0,21,0,4,0,0
