ACO_Num,ACO_Name,ACO_State,Start_Date,Track1,Track2,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,pneu_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS
A17182,"AAMC Collaborative Care Network, LLC ",Maryland ,1/1/2013,1,0,0,"15,870",-6.50%,2.67%,"-9,505,591",0,0,90.87%,"9,453","9,158","146,188,368","155,693,959",  ,  ,50.00%,45.44%,"70,927","10,317","12,367","8,144","79,484","13,017","10,876","8,988","62,423","10,486","13,093","8,642","83,832","12,214","11,400","9,454","10,068",1.041,1.097,1.038,0.949,1.019,1.094,0.913,0.922,1.029,1.044,0.873,0.913,1.002,1.065,0.923,0.895,47,596,140,8165,15465,81,1043,289,14051,1614,8465,4329,1462,9190,6680,13610,1761,63,30,4,402,3012,2953,11,27,28,133,602,0,2450,3572,92,340,212,236,232,0,2,2,12,8,8,142,803,52,544,172,674,366,10067,3730,5247,1088,3,0,0,0,0,1,90,110,45,0,0
A31015,Northern Maryland Collaborative Care LLC ,Maryland ,1/1/2013,1,0,0,"20,453",7.99%,2.50%,"20,814,181","20,814,181","9,328,272",91.46%,"13,100","13,109","260,476,535","239,662,353",  ,  ,50.00%,45.73%,"97,678","12,091","20,331","13,020","90,709","13,151","18,048","12,546","88,824","13,181","15,861","11,250","88,741","12,023","13,976","10,918","12,053",1.050,1.153,1.114,1.130,1.071,1.154,1.094,1.132,1.039,1.191,1.075,1.112,1.034,1.127,1.017,1.082,156,2259,936,11321,19884,194,3097,1339,15255,3854,8873,5184,2542,12197,8256,14641,4859,305,123,12,513,4352,4257,10,45,47,213,609,0,2766,3663,92,519,235,304,297,0,3,4,17,12,9,164,790,58,771,241,762,289,10400,4327,4989,1073,12,0,0,0,0,0,90,73,34,0,1
A54790,Owensboro ACO ,"Indiana, Kentucky ",1/1/2013,1,0,1,"5,188",0.04%,3.84%,"19,763",0,0,93.03%,"9,990","9,236","50,339,837","50,320,074","1,639,600",0,50.00%,46.52%,"81,601","7,714","14,959","8,512","72,639","9,605","16,271","9,079","83,955","8,274","16,581","8,096","87,417","12,230","13,759","8,972","9,986",1.067,1.151,1.111,1.074,1.002,1.125,1.156,1.079,1.065,1.125,1.198,1.076,1.161,1.197,1.245,1.086,40,941,369,6182,5039,24,615,257,4143,759,2216,1532,681,3008,2180,5009,129,6,1,2,41,3682,3265,85,330,37,237,945,0,1888,2598,137,462,293,335,311,2,17,4,17,13,11,171,811,98,682,223,762,197,9549,3667,4113,1756,12,0,0,0,0,0,19,0,18,0,0
A65320,"ProHealth Physicians ACO, LLC ",Connecticut ,1/1/2013,1,0,0,"33,263",-5.37%,2.37%,"-17,971,439",0,0,99.34%,"10,352","9,955","334,907,257","352,878,696",  ,  ,50.00%,49.67%,"86,865","9,983","14,071","8,884","84,412","10,534","14,035","9,024","87,385","9,548","14,495","8,973","87,611","10,956","15,952","9,823","10,907",1.033,1.105,1.053,1.022,1.045,1.131,1.080,1.016,1.049,1.102,1.083,0.989,1.035,1.109,1.106,1.043,125,2740,3337,21932,32354,134,2872,3489,25858,3719,13686,9906,5952,18868,14395,30897,913,288,202,21,942,3200,2976,89,55,113,236,1375,0,1867,3493,189,710,220,304,289,3,3,10,14,9,8,173,855,112,696,239,682,231,10625,4100,4589,1932,5,0,0,0,0,0,150,107,85,2,1
A68749,"Physician Alliance of Kansas, Inc. ",Kansas ,1/1/2014,1,0,0,"9,842",-3.88%,3.02%,"-2,752,756",0,0,95.25%,"7,435","7,234","70,885,666","73,638,422",  ,  ,50.00%,47.63%,"53,273","7,765","10,227","6,643","63,271","7,994","9,675","6,433","59,736","7,831","8,489","6,214","57,381","8,601","9,903","7,033","7,724",0.876,1.124,0.958,0.933,0.899,1.061,1.006,0.924,0.927,1.083,0.930,0.937,0.929,1.036,1.061,0.932,105,1003,158,7514,9534,90,1022,155,8267,1463,4665,2662,1052,5300,4542,9050,364,98,73,48,209,2254,1908,97,201,46,156,396,4,1219,3124,65,284,346,244,223,3,12,5,9,3,6,129,762,41,488,141,652,249,8049,3924,2851,1238,36,0,0,0,0,0,36,178,42,4,0
A16779,Sunshine ACO LLC,Texas ,1/1/2014,1,0,1,"4,602",14.43%,4.12%,"8,664,004","8,664,004","4,156,716",97.91%,"13,380","13,211","60,021,950","51,357,946","393,900","393,900",50.00%,48.96%,"75,409","8,877","15,198","9,740","80,307","9,855","14,878","9,649","75,454","9,292","13,684","9,608","70,673","8,912","10,853","9,360","11,449",1.070,1.102,1.153,1.148,1.095,1.071,1.132,1.120,1.087,1.122,1.104,1.194,1.067,1.176,1.076,1.178,130,804,2200,2166,4486,120,644,1558,2164,820,1758,1372,652,2772,1830,3365,16,13,1139,3,66,3445,2770,348,345,63,269,674,0,1874,3637,112,1332,318,372,332,11,19,10,12,13,12,190,781,64,734,261,852,310,12909,7358,4577,914,60,0,0,0,0,0,12,5,12,0,0
A41997,ACO Providers ,Texas ,1/1/2014,1,0,0,"6,460",-4.30%,3.51%,"-2,998,763",0,0,94.80%,"11,102","10,371","69,758,181","72,756,945",  ,  ,50.00%,47.40%,"65,780","8,707","11,351","8,573","74,508","10,375","11,987","8,969","64,447","10,573","12,524","9,285","79,750","10,825","11,773","10,757","11,579",1.037,1.074,0.986,1.038,1.047,1.098,1.028,1.030,1.022,1.125,1.005,1.058,1.048,1.142,1.132,1.153,77,1046,538,4784,6284,68,879,410,4927,1096,2873,1606,885,3948,2512,5380,518,40,385,7,130,3281,2454,269,526,77,576,654,0,1478,3594,140,1861,233,342,297,7,29,9,16,10,11,135,772,54,762,232,789,302,10644,4606,4374,1648,16,0,0,0,0,0,31,3,16,1,1
A50496,"Redwood Community Care Organization, LLC ",California ,1/1/2014,1,0,0,"8,502",-5.10%,3.15%,"-3,792,862",0,0,96.42%,"9,016","8,564","74,434,351","78,227,214",  ,  ,50.00%,48.21%,"78,278","7,364","8,220","6,994","84,701","7,949","8,654","7,747","85,336","7,672","8,315","7,009","91,999","9,191","8,730","7,370","9,475",0.915,0.895,0.762,0.783,0.962,0.969,0.819,0.868,1.027,0.917,0.794,0.841,1.013,0.902,0.764,0.849,80,3215,1862,2288,8256,93,3383,2487,2293,3829,3301,1026,346,4571,3931,6269,227,320,1295,45,346,3234,2905,47,55,251,116,537,0,2854,2278,147,400,261,228,204,1,2,21,6,9,5,144,831,36,1001,150,494,235,8733,398,2705,236,5394,0,25,1,0,1,128,45,17,0,0
A80939,Primary Comprehensive Care ACO LLC,"Illinois, North Carolina ",1/1/2014,1,0,0,"5,034",5.73%,3.89%,"2,649,045","2,649,045","1,205,935",92.90%,"9,391","9,979","46,234,949","43,585,904",  ,  ,50.00%,46.45%,"94,923","9,692","13,751","10,409","86,632","9,603","11,860","8,898","78,644","10,865","9,993","8,151","76,987","9,229","11,343","7,660","8,853",1.078,1.149,0.987,1.098,1.071,1.124,0.939,1.063,1.032,1.174,0.917,1.041,0.987,1.070,0.918,0.951,63,1540,983,4200,4924,38,1009,443,3433,1199,2197,1221,417,2857,2177,3683,617,98,488,2,146,2541,2222,114,168,94,180,620,0,1534,2833,96,975,267,300,276,3,9,13,9,15,7,187,769,53,673,206,610,246,9422,5078,3426,899,19,0,0,0,0,0,47,33,2,0,0
A55446,NJ Physicians ACO ,New Jersey ,1/1/2014,1,0,0,"13,873",-3.81%,2.77%,"-8,420,117",0,0,98.26%,"16,581","16,174","220,902,088","229,322,205",  ,  ,50.00%,49.13%,"108,812","13,873","24,525","13,947","101,309","13,392","22,064","13,573","101,898","13,961","21,318","14,405","96,987","15,424","22,850","15,165","17,213",1.135,1.356,1.360,1.341,1.100,1.388,1.408,1.331,1.074,1.397,1.352,1.350,1.089,1.363,1.317,1.358,183,1564,1372,9812,13323,186,1748,1509,9880,2128,5108,3949,2688,8474,5399,12295,717,275,282,6,298,6027,4885,182,808,240,566,2883,0,2237,5334,259,516,255,508,451,3,37,17,20,27,12,199,849,225,934,387,967,317,14291,6367,6703,1210,12,0,0,0,0,0,40,15,6,0,0
A66745,"Lancaster General Health Community Care Collaborative, LLC ",Pennsylvania ,1/1/2014,1,0,0,"20,186",-2.42%,2.50%,"-4,332,769",0,0,95.44%,"9,174","8,742","178,945,831","183,278,600",  ,  ,50.00%,47.72%,"59,955","8,140","12,831","8,393","60,796","8,581","9,640","8,335","71,628","8,463","10,790","8,399","73,065","8,948","11,254","8,963","9,396",0.985,1.046,1.074,1.091,1.035,1.038,1.018,1.102,1.006,1.001,1.050,1.105,1.009,1.061,1.021,1.105,93,1675,268,15785,19506,118,2170,392,16826,2814,7469,6047,3856,11778,8408,19187,307,125,179,4,384,2985,2507,44,409,57,328,750,0,2160,2746,103,319,249,291,263,1,20,7,11,6,5,151,849,72,573,191,629,267,9093,4331,3777,982,4,0,0,0,0,2,203,213,142,2,0
A07425,"Covenant ACO, Inc. ","New Mexico, Texas ",1/1/2014,1,0,0,"12,790",0.84%,2.83%,"1,280,023",0,0,95.01%,"12,227","11,766","151,775,460","150,495,437",  ,  ,50.00%,47.50%,"89,382","12,806","17,983","9,949","85,433","11,859","18,220","10,358","79,786","10,878","18,038","9,886","80,565","12,285","17,060","10,552","12,124",1.022,1.218,1.191,1.058,1.023,1.195,1.211,1.083,1.024,1.178,1.164,1.091,1.016,1.259,1.108,1.110,207,1297,585,10603,12413,205,1198,474,10537,1684,5439,4101,1566,7357,5433,11524,472,75,452,16,251,3751,3116,443,207,63,366,987,0,2612,2987,126,1290,349,369,342,9,11,7,14,9,12,165,747,79,698,236,848,354,10165,3475,4861,1758,71,0,0,1,0,1,93,414,84,1,0
A74161,Delaware Valley ACO,"New Jersey, Pennsylvania ",1/1/2014,1,0,0,"70,628",-1.91%,2.00%,"-14,894,475",0,0,96.00%,"11,404","11,138","780,151,914","795,046,389",  ,  ,50.00%,48.00%,"104,550","10,383","13,926","10,849","102,433","10,471","13,234","10,369","98,179","10,549","13,730","10,304","89,119","11,407","13,345","11,010","11,622",1.091,1.150,1.005,1.108,1.089,1.129,1.014,1.086,1.087,1.122,1.001,1.080,1.072,1.112,1.059,1.072,413,7693,3386,50349,68411,381,8075,3807,56150,10659,32494,17516,9959,41763,28865,57876,9033,1076,521,26,2096,3540,3073,123,272,129,303,1108,0,2020,4025,125,664,252,344,317,3,13,11,14,10,7,173,808,100,680,239,769,338,10448,4058,5628,709,53,0,6,0,0,32,687,1194,236,4,0
A29052,"Scottsdale Health Partners, LLC ",Arizona ,1/1/2014,1,0,0,"19,021",5.24%,2.54%,"9,943,847","9,943,847","4,568,301",93.76%,"10,329","10,074","189,726,747","179,782,900",  ,  ,50.00%,46.88%,"71,988","10,563","15,028","8,855","87,816","12,948","18,726","10,358","96,061","11,707","18,549","9,752","84,893","11,476","17,828","9,356","9,788",0.967,1.165,1.112,0.967,1.025,1.142,1.145,0.973,1.005,1.138,1.015,0.920,1.030,1.073,0.912,0.909,36,750,113,11778,18368,65,884,138,17281,1754,10783,4736,1748,10748,8273,17941,257,107,100,72,544,2730,2307,57,364,48,234,494,0,1301,4734,62,287,205,260,233,1,21,5,8,5,7,164,779,45,532,167,938,431,9999,3358,5781,853,7,0,4,0,0,0,132,534,96,0,0
A50010,PHYSICIAN FIRST ACO ,Florida ,1/1/2014,1,0,0,"7,869",-0.05%,3.23%,"-42,796",0,0,90.03%,"12,581","13,031","94,744,861","94,787,657",  ,  ,50.00%,45.01%,"76,235","11,458","16,508","12,255","81,096","9,930","16,002","11,420","77,429","11,717","17,841","11,500","79,650","9,598","18,144","11,346","12,586",1.034,1.285,1.185,1.323,1.071,1.259,1.274,1.298,1.049,1.234,1.238,1.319,1.051,1.185,1.147,1.236,111,833,426,5181,7531,119,815,384,6213,1167,3170,2198,1334,4030,3839,6760,731,76,108,8,186,3613,3345,56,182,47,652,1427,0,1710,4187,118,981,262,428,410,2,10,6,23,17,10,212,786,132,866,347,1014,291,11364,4783,5440,952,189,0,0,0,0,0,49,96,25,0,0
A63217,"Care Coordination Services, LLC ","Virginia, West Virginia ",1/1/2014,1,0,0,"18,538",-4.98%,2.56%,"-7,384,927",0,0,86.31%,"8,214","7,810","148,161,834","155,546,761",  ,  ,50.00%,43.15%,"73,511","8,269","11,025","7,185","71,795","8,059","12,344","7,037","70,848","7,730","12,769","7,321","81,656","9,395","11,872","8,011","8,624",0.998,1.108,1.033,0.992,1.014,1.090,1.067,0.989,1.014,1.094,1.035,0.974,1.046,1.101,1.080,0.980,103,1551,586,15009,18037,93,1488,554,15902,2129,8846,5483,2080,10480,8058,17566,593,51,43,8,277,2796,2554,27,196,36,210,639,0,1642,2844,146,392,199,292,273,1,12,6,19,14,11,171,804,61,734,198,687,269,9248,4574,3743,912,19,0,0,0,0,0,55,4,14,0,0
A45396,North Collaborative Care ,Minnesota ,1/1/2014,1,0,0,"10,934",5.48%,2.94%,"5,998,029","5,998,029","2,709,506",92.19%,"10,267","9,960","109,487,311","103,489,282",  ,  ,50.00%,46.10%,"77,013","9,261","13,385","8,898","79,062","9,462","9,659","8,903","90,623","9,672","9,433","9,006","73,020","9,815","10,237","8,840","9,705",1.047,1.065,0.946,1.000,1.100,1.073,0.935,1.015,1.021,1.117,0.939,1.040,0.985,1.094,1.046,1.030,111,2634,203,8732,10664,99,2664,212,7690,2997,3462,3026,1449,6197,4737,9937,571,137,36,39,214,3395,3145,72,65,142,176,698,1,2033,2831,51,454,262,330,313,2,3,12,15,7,6,167,795,76,785,223,739,334,8189,3892,2952,1336,9,0,0,0,0,5,248,309,81,4,6
A28160,ACMG,"Florida, Georgia, South Carolina ",1/1/2014,1,0,0,"7,675",8.36%,3.26%,"9,174,124","9,174,124","4,117,497",91.60%,"14,717","14,780","109,704,329","100,530,205",  ,  ,50.00%,45.80%,"83,696","10,806","16,241","9,931","92,171","11,374","17,731","10,160","84,235","12,063","18,932","10,170","78,426","11,382","17,342","9,762","13,487",1.024,1.231,1.106,1.143,1.069,1.200,1.143,1.176,1.065,1.235,1.123,1.184,1.071,1.245,1.193,1.204,140,1982,3399,3537,7454,122,1676,2204,3453,1991,2955,1842,887,4522,3153,3689,2253,55,1494,3,181,3665,3091,98,303,187,419,835,0,1783,4292,248,2314,320,422,376,3,16,26,14,19,12,209,766,72,981,340,842,325,11572,5464,5279,737,91,0,0,5,0,5,69,9,12,0,0
A65270,Midwest Health Coalition ACO,"Iowa, Nebraska ",1/1/2014,1,0,0,"11,047",-4.65%,2.94%,"-4,545,205",0,0,84.52%,"9,124","9,035","97,732,534","102,277,739",  ,  ,50.00%,42.26%,"77,219","9,139","12,945","8,348","67,578","9,165","11,992","8,574","69,963","8,809","12,472","8,341","79,242","9,865","12,947","8,926","9,548",1.025,1.097,1.082,0.987,1.092,1.115,1.148,0.986,0.987,1.116,1.112,0.980,1.093,1.082,1.024,0.957,75,1323,302,8448,10712,59,1246,333,9075,1681,5384,2780,1202,6404,4643,10407,217,57,108,22,236,3021,2665,247,131,47,215,1067,0,1638,3014,77,490,299,323,301,7,7,8,11,12,10,168,794,101,606,203,741,288,8598,4245,3210,1123,19,0,0,0,0,0,58,5,12,0,0
A78634,"Carolinas ACO, LLC ","North Carolina, South Carolina, Virginia ",1/1/2014,1,0,0,"5,891",-7.05%,3.63%,"-4,160,526",0,0,94.42%,"10,381","9,475","59,027,292","63,187,818",  ,  ,50.00%,47.21%,"66,473","7,513","11,448","8,965","78,210","6,982","11,107","9,036","75,037","7,555","11,336","8,902","66,733","9,435","13,203","10,365","11,112",0.995,1.129,1.091,1.099,1.071,1.082,1.066,1.106,1.078,1.098,1.089,1.095,1.040,1.092,1.145,1.138,48,1018,618,4147,5686,61,948,596,4082,1133,2256,1545,957,3660,2231,4414,1351,42,13,5,66,3659,3138,234,262,73,226,1639,0,1831,3071,246,465,365,414,383,7,15,9,25,15,16,179,819,153,1015,299,864,242,10189,5793,3672,710,14,0,0,0,0,0,15,0,5,0,0
A90093,"Privia Quality Network, LLC ","District of Columbia, Maryland, Virginia ",1/1/2014,1,0,0,"28,242",5.61%,2.42%,"12,865,253","12,865,253","6,156,225",97.66%,"8,329","8,144","229,145,662","216,280,409",  ,  ,50.00%,48.83%,"61,510","10,023","10,212","7,208","64,432","8,778","10,129","7,344","66,031","10,666","11,184","7,576","67,059","9,180","8,858","7,305","7,862",0.925,1.153,0.873,0.892,0.979,1.146,0.943,0.891,0.983,1.061,0.938,0.890,0.997,1.055,0.842,0.871,97,782,614,12702,27511,169,1880,1094,24368,3108,14688,7549,2897,16129,12113,21893,3581,861,519,19,1369,2126,1923,24,162,29,120,282,0,1519,3390,72,335,185,206,192,1,9,4,8,7,5,152,775,28,545,145,575,308,9296,3608,5220,463,5,0,0,0,0,0,106,186,39,2,0
A19855,Northern Michigan Health Network,Michigan ,1/1/2014,1,0,0,"20,021",-1.54%,2.50%,"-2,497,261",0,0,98.17%,"8,267","7,854","161,641,706","164,138,967",  ,  ,50.00%,49.08%,"61,659","7,288","10,759","7,427","66,399","7,124","9,576","7,474","73,142","7,109","11,365","7,673","65,500","8,138","11,828","8,053","8,395",1.074,1.027,1.001,0.980,1.012,1.042,1.010,0.978,0.969,0.999,0.972,0.970,0.989,1.022,1.020,0.984,83,2092,440,16079,19553,81,2235,481,16755,2909,8544,5929,2639,11076,8945,19572,40,13,16,101,279,2778,2664,11,82,31,129,353,0,2171,2460,86,307,274,256,247,0,5,4,12,10,8,135,769,41,665,182,503,179,8036,3781,3048,728,478,0,0,3,0,4,102,203,21,0,0
A69078,"NEPA ACO Company, LLC ",New Jersey ,1/1/2014,1,0,0,"7,627",3.15%,3.27%,"2,918,156",0,0,97.12%,"12,509","12,243","92,771,226","89,853,070",  ,  ,50.00%,48.56%,"106,227","11,190","18,509","10,138","104,331","10,964","18,734","10,380","114,645","11,147","17,347","10,160","86,068","10,873","16,147","10,606","12,116",1.099,1.266,1.171,1.111,1.089,1.198,1.207,1.116,1.062,1.181,1.169,1.101,1.072,1.174,1.186,1.097,115,989,822,7017,7416,90,922,755,5650,1181,3239,2130,1077,4718,2909,5066,1889,182,214,5,271,3781,3318,280,230,51,163,1534,0,2033,4444,131,416,184,332,307,6,12,8,12,11,7,196,817,112,641,255,734,278,11658,4648,6573,432,4,0,0,0,0,0,48,59,9,1,0
A07527,"Premier Patient Healthcare, LLC ","Oklahoma, Texas ",1/1/2014,1,0,0,"21,928",4.53%,2.48%,"12,724,363","12,724,363","5,835,335",93.59%,"13,237","13,135","280,743,205","268,018,842",  ,  ,50.00%,46.80%,"86,569","13,298","19,092","13,071","88,451","12,628","17,594","12,376","80,472","12,868","18,221","11,685","85,180","12,690","17,892","11,511","12,637",1.049,1.296,1.147,1.127,1.059,1.268,1.120,1.118,1.051,1.246,1.096,1.097,1.059,1.233,1.121,1.079,187,2715,1481,16119,21209,193,2410,1068,17537,3237,10603,5766,2322,12504,9424,19271,1203,461,271,277,445,4220,3055,409,620,120,476,1088,134,1709,3808,159,1372,298,408,337,11,36,13,15,15,12,179,769,91,812,275,899,360,10572,5011,4481,1064,16,0,0,1,0,1,119,97,60,1,1
A80995,"Renown Accountable Care, LLC ","California, Nevada ",1/1/2014,1,0,0,"14,909",-9.16%,2.71%,"-12,514,267",0,0,91.69%,"9,425","8,929","136,691,560","149,205,827",  ,  ,50.00%,45.84%,"77,326","9,934","10,237","7,469","59,375","10,134","10,846","7,380","78,819","10,620","13,135","8,300","75,863","11,997","13,385","9,277","10,287",0.986,1.173,0.949,0.939,0.916,1.201,0.947,0.933,0.965,1.172,0.984,0.927,0.997,1.183,1.003,0.978,90,1732,537,10137,14504,112,1764,591,12037,2331,7327,3889,1362,8182,6727,13676,248,284,213,101,387,3776,3323,283,127,103,167,690,0,2101,3080,156,351,350,310,283,7,7,13,9,6,9,171,752,69,762,202,717,308,9489,3154,4532,1712,90,2,0,3,0,5,112,128,94,0,0
A78902,"Orange Accountable Care of South Florida, LLC ","Florida, Texas ",1/1/2014,1,0,0,"18,212",10.06%,2.57%,"28,502,501","28,502,501","13,442,691",96.25%,"16,070","16,344","283,278,640","254,776,139",  ,  ,50.00%,48.13%,"115,154","18,422","22,317","13,707","93,446","16,876","20,780","12,626","94,501","17,914","21,873","12,574","88,829","15,091","18,279","12,027","14,453",1.137,1.503,1.236,1.215,1.108,1.429,1.183,1.203,1.109,1.397,1.201,1.210,1.083,1.386,1.217,1.177,206,1723,3983,10912,17628,229,1664,3209,12526,2341,7461,5085,3325,11151,7061,13723,1435,108,2411,16,519,4174,3377,250,513,102,670,1288,0,1832,4778,166,1802,256,438,390,8,27,13,16,13,9,206,759,101,836,351,929,389,12587,4089,7437,961,99,0,0,0,0,0,143,332,52,1,0
A11600,"Accountable Care Coalition of Greater Houston, LLC. ",Texas ,1/1/2014,1,0,0,"9,260",1.11%,3.07%,"1,033,726",0,0,78.97%,"10,266","9,875","92,715,325","91,681,599",  ,  ,50.00%,39.48%,"104,366","12,202","17,849","9,185","110,156","10,631","16,970","8,716","95,401","10,044","19,777","9,317","85,256","11,129","20,840","9,467","10,152",1.020,1.175,1.124,0.983,1.057,1.141,1.192,0.974,1.071,1.152,1.174,0.990,1.044,1.139,1.188,0.999,48,582,138,8607,9031,59,490,80,8403,830,5119,2489,822,5221,4039,8618,422,23,43,6,148,3255,2275,220,777,45,167,186,0,1805,3941,102,721,224,317,261,7,43,6,12,12,8,164,757,18,499,175,857,391,9754,4335,5032,381,6,0,0,0,0,0,45,97,8,0,0
A97104,"First Coast Health Alliance, LLC ",Florida ,1/1/2014,1,0,0,"10,808",-0.12%,2.95%,"-149,053",0,0,94.89%,"11,366","11,141","119,580,261","119,729,314",  ,  ,50.00%,47.45%,"87,203","10,922","17,275","11,047","88,378","11,059","17,770","10,531","75,772","9,918","15,576","10,148","92,823","10,963","15,738","10,508","11,380",1.120,1.242,1.133,1.127,1.099,1.192,1.167,1.119,1.057,1.161,1.163,1.117,1.042,1.105,1.157,1.111,84,868,378,8780,10521,85,773,348,9315,1095,5080,3102,1531,5920,4888,9992,533,43,47,4,189,3346,3234,47,70,16,409,1057,0,1645,4099,112,765,247,334,328,1,4,1,15,12,10,164,820,98,639,257,872,266,12331,4667,5952,1447,265,0,0,1,0,3,34,45,8,0,0
A46189,"PremierMD ACO, LLC ",Florida ,1/1/2014,1,0,1,"8,856",2.01%,3.11%,"2,281,214",0,0,87.02%,"13,438","13,116","113,504,315","111,223,101","422,760",0,50.00%,43.51%,"93,744","13,335","17,910","12,736","93,261","13,255","16,624","11,340","79,932","13,199","16,576","10,813","72,400","13,598","17,067","11,533","13,168",1.121,1.326,1.132,1.142,1.061,1.280,1.130,1.101,1.033,1.262,1.151,1.066,0.982,1.264,1.160,1.097,102,991,1368,5817,8447,87,941,1194,6226,1351,3836,2451,1218,3980,4876,6579,1092,105,766,11,303,3564,2917,117,484,120,788,889,0,1715,4700,130,1569,283,386,341,2,24,19,13,15,8,190,746,69,773,302,1274,350,10682,3326,6657,668,31,0,0,0,0,12,71,238,28,2,0
A60540,Physician Direct Accountable Care Organization LLC ,Michigan ,1/1/2014,1,0,0,"8,605",5.47%,3.14%,"4,730,938","4,730,938","2,003,002",86.40%,"10,347","9,693","86,449,261","81,718,323",  ,  ,50.00%,43.20%,"68,448","9,135","11,030","9,826","74,745","9,320","13,060","9,350","82,265","8,878","10,651","9,004","64,455","9,311","9,982","9,221","9,781",1.014,1.165,1.070,1.090,1.007,1.127,1.015,1.081,1.070,1.124,1.046,1.067,1.011,1.148,1.013,1.075,60,1504,267,6899,8355,79,1526,254,6497,1870,3604,2074,1057,5025,3580,7148,1181,57,35,5,179,3285,2809,106,211,183,152,582,0,1871,3298,98,453,223,354,317,3,13,21,17,15,6,170,777,49,690,259,704,214,9095,4057,4650,381,7,0,0,0,0,0,70,170,13,0,0
A63462,"River Health ACO,LLC ",Pennsylvania ,1/1/2014,1,0,0,"35,076",-4.70%,2.35%,"-14,327,658",0,0,95.86%,"8,966","8,623","304,793,379","319,121,038",  ,  ,50.00%,47.93%,"78,680","7,326","10,688","7,943","71,100","7,363","11,180","7,981","73,030","7,906","10,960","8,112","76,368","8,750","12,042","8,701","9,387",1.029,1.010,0.992,1.042,1.047,1.008,1.004,1.050,0.960,1.009,1.031,1.046,1.017,1.029,1.020,1.041,249,5030,1608,26557,33996,263,5293,1579,26861,6613,14536,9235,4692,19850,15226,32592,1544,173,106,10,651,3180,2608,147,378,84,208,745,0,2176,2594,121,340,279,324,288,4,22,9,13,9,7,153,808,66,692,207,656,201,8844,3850,3132,1347,515,0,9,0,0,11,334,349,170,1,1
